track_id,album_id,song,media_type,bytes
1112,71,Beira Mar,MPEG audio file,9597994
1113,21,Sampa,MPEG audio file,7469905
1114,71,Parabolicamará,MPEG audio file,9543435
1115,71,Tempo Rei,MPEG audio file,10019269
1116,71,Expresso 2222,MPEG audio file,9690577
1117,71,Aquele Abraço,MPEG audio file,8805003
1118,71,Palco,MPEG audio file,9049901
1119,71,Toda Menina Baiana,MPEG audio file,9351000
1120,71,Sítio Do Pica-Pau Amarelo,MPEG audio file,7217955
1121,87,Straight Out Of Line,MPEG audio file,8511877
1122,87,Faceless,MPEG audio file,6992417
1123,15,Changes,MPEG audio file,8455835
1124,87,Make Me Believe,MPEG audio file,8075050
1125,87,I Stand Alone,MPEG audio file,8017041
1126,87,Re-Align,MPEG audio file,8513891
1127,87,I Fucking Hate You,MPEG audio file,8059642
1128,87,Releasing The Demons,MPEG audio file,8276372
1129,87,Dead And Broken,MPEG audio file,8206611
1130,87,I Am,MPEG audio file,7803270
1131,87,The Awakening,MPEG audio file,3035251
1132,87,Serenity,MPEG audio file,9172976
1133,88,American Idiot,MPEG audio file,5705793
1134,88,Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,MPEG audio file,17875209
1135,88,Holiday,MPEG audio file,7599602
1136,88,Boulevard Of Broken Dreams,MPEG audio file,8485122
1137,88,Are We The Waiting,MPEG audio file,5328329
1138,88,St. Jimmy,MPEG audio file,5716589
1139,88,Give Me Novacaine,MPEG audio file,6752485
1140,88,She's A Rebel,MPEG audio file,3901226
1141,88,Extraordinary Girl,MPEG audio file,6975177
1142,88,Letterbomb,MPEG audio file,7980902
1143,88,Wake Me Up When September Ends,MPEG audio file,9325597
1144,88,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,MPEG audio file,18139840
1145,88,Whatsername,MPEG audio file,8244843
1174,89,Civil War,MPEG audio file,15046579
1175,89,14 Years,MPEG audio file,8543664
1176,89,Yesterdays,MPEG audio file,6398489
1177,89,Knockin' On Heaven's Door,MPEG audio file,10986716
1178,89,Get In The Ring,MPEG audio file,11134105
1179,89,Shotgun Blues,MPEG audio file,6623916
1180,89,Breakdown,MPEG audio file,13978284
1181,89,Pretty Tied Up,MPEG audio file,9408754
1182,89,Locomotive,MPEG audio file,17236842
1183,89,So Fine,MPEG audio file,8039484
1184,89,Estranged,MPEG audio file,18343787
1185,89,You Could Be Mine,MPEG audio file,11207355
1186,89,Don't Cry,MPEG audio file,9222458
1187,89,My World,MPEG audio file,2764045
1188,90,Colibri,MPEG audio file,12055329
1189,90,Love Is The Colour,MPEG audio file,8419165
1190,90,Magnetic Ocean,MPEG audio file,10720741
1191,90,Deep Waters,MPEG audio file,13075359
1192,90,L'Arc En Ciel De Miles,MPEG audio file,8053997
1193,41,Gypsy,MPEG audio file,11083374
1194,90,Journey Into Sunlight,MPEG audio file,8241177
1195,90,Sunchild,MPEG audio file,8593143
1196,90,Millenium,MPEG audio file,12511939
1197,90,Thinking 'Bout Tomorrow,MPEG audio file,11865384
1198,90,Jacob's Ladder,MPEG audio file,12201595
1199,90,She Wears Black,MPEG audio file,17617944
1200,90,Dark Side Of The Cog,MPEG audio file,12491122
1212,91,The Number Of The Beast,MPEG audio file,4718897
1213,91,The Trooper,MPEG audio file,3766272
1214,91,Prowler,MPEG audio file,4091904
1215,91,Transylvania,MPEG audio file,4255744
1216,91,Remember Tomorrow,MPEG audio file,5648438
1217,91,Where Eagles Dare,MPEG audio file,4630528
1218,91,Sanctuary,MPEG audio file,4694016
1219,91,Running Free,MPEG audio file,3663872
1220,91,Run To The Hilss,MPEG audio file,3803136
1221,91,2 Minutes To Midnight,MPEG audio file,5400576
1222,91,Iron Maiden,MPEG audio file,5195776
1223,91,Hallowed Be Thy Name,MPEG audio file,7550976
1224,92,Be Quick Or Be Dead,MPEG audio file,3151872
1225,92,From Here To Eternity,MPEG audio file,4159488
1226,92,Can I Play With Madness,MPEG audio file,4521984
1227,92,Wasting Love,MPEG audio file,5566464
1228,92,Tailgunner,MPEG audio file,3993600
1229,92,The Evil That Men Do,MPEG audio file,5216256
1230,92,Afraid To Shoot Strangers,MPEG audio file,6529024
1231,92,Bring Your Daughter... To The Slaughter,MPEG audio file,5085184
1232,92,Heaven Can Wait,MPEG audio file,7178240
1233,92,The Clairvoyant,MPEG audio file,4319232
1234,92,Fear Of The Dark,MPEG audio file,6906078
1235,93,The Wicker Man,MPEG audio file,11022464
1236,93,Ghost Of The Navigator,MPEG audio file,16404608
1237,93,Brave New World,MPEG audio file,15161472
1238,93,Blood Brothers,MPEG audio file,17379456
1239,93,The Mercenary,MPEG audio file,11300992
1240,93,Dream Of Mirrors,MPEG audio file,22448256
1241,93,The Fallen Angel,MPEG audio file,9629824
1242,93,The Nomad,MPEG audio file,21846144
1243,93,Out Of The Silent Planet,MPEG audio file,15423616
1244,93,The Thin Line Between Love & Hate,MPEG audio file,20273280
1245,94,Wildest Dreams,MPEG audio file,9312384
1246,94,Rainmaker,MPEG audio file,9146496
1247,94,No More Lies,MPEG audio file,17672320
1248,94,Montsegur,MPEG audio file,14020736
1249,94,Dance Of Death,MPEG audio file,20670727
1250,94,Gates Of Tomorrow,MPEG audio file,12482688
1251,94,New Frontier,MPEG audio file,12181632
1252,94,Paschendale,MPEG audio file,20326528
1253,94,Face In The Sand,MPEG audio file,15648948
1254,94,Age Of Innocence,MPEG audio file,14823478
1255,94,Journeyman,MPEG audio file,17082496
1256,92,Be Quick Or Be Dead,MPEG audio file,8181888
1257,92,From Here To Eternity,MPEG audio file,8739038
1258,92,Afraid To Shoot Strangers,MPEG audio file,16664589
1259,95,Fear Is The Key,MPEG audio file,13414528
1260,95,Childhood's End,MPEG audio file,11225216
1261,92,Wasting Love,MPEG audio file,14041216
1262,95,The Fugitive,MPEG audio file,11765888
1263,95,Chains Of Misery,MPEG audio file,8700032
1264,95,The Apparition,MPEG audio file,9386112
1265,95,Judas Be My Guide,MPEG audio file,7553152
1266,95,Weekend Warrior,MPEG audio file,13594678
1267,92,Fear Of The Dark,MPEG audio file,17483789
1268,96,01 - Prowler,MPEG audio file,5668992
1269,96,02 - Sanctuary,MPEG audio file,4712576
1270,96,03 - Remember Tomorrow,MPEG audio file,7889024
1271,96,04 - Running Free,MPEG audio file,4739122
1272,96,05 - Phantom of the Opera,MPEG audio file,10276872
1273,96,06 - Transylvania,MPEG audio file,6226048
1274,96,07 - Strange World,MPEG audio file,7981184
1275,96,08 - Charlotte the Harlot,MPEG audio file,6066304
1276,96,09 - Iron Maiden,MPEG audio file,5189891
1277,97,The Ides Of March,MPEG audio file,2543744
1278,97,Wrathchild,MPEG audio file,4188288
1279,97,Murders In The Rue Morgue,MPEG audio file,6205786
1280,97,Another Life,MPEG audio file,4874368
1281,97,Genghis Khan,MPEG audio file,4493440
1282,97,Innocent Exile,MPEG audio file,5584861
1283,97,Killers,MPEG audio file,7227440
1284,97,Prodigal Son,MPEG audio file,8937600
1285,97,Purgatory,MPEG audio file,4804736
1286,56,Drifter,MPEG audio file,6934660
1287,98,Intro- Churchill S Speech,MPEG audio file,1154488
1288,98,Aces High,MPEG audio file,6635187
1289,91,2 Minutes To Midnight,MPEG audio file,8799380
1290,91,The Trooper,MPEG audio file,6455255
1291,98,Revelations,MPEG audio file,8926021
1292,98,Flight Of Icarus,MPEG audio file,5521744
1293,98,Rime Of The Ancient Mariner,MPEG audio file,18949518
1294,98,Powerslave,MPEG audio file,10921567
1295,91,The Number Of The Beast,MPEG audio file,6605094
1296,91,Hallowed Be Thy Name,MPEG audio file,10836304
1297,91,Iron Maiden,MPEG audio file,6289117
1298,98,Run To The Hills,MPEG audio file,5561241
1299,91,Running Free,MPEG audio file,4912986
1300,97,Wrathchild,MPEG audio file,4410181
1301,98,Acacia Avenue,MPEG audio file,9119118
1302,98,Children Of The Damned,MPEG audio file,6678446
1303,98,Die With Your Boots On,MPEG audio file,7542367
1304,98,Phantom Of The Opera,MPEG audio file,10589917
1305,92,Be Quick Or Be Dead,MPEG audio file,5599853
1306,91,The Number Of The Beast,MPEG audio file,7060625
1307,97,Wrathchild,MPEG audio file,4182963
1308,92,From Here To Eternity,MPEG audio file,6831163
1309,92,Can I Play With Madness,MPEG audio file,5118995
1310,92,Wasting Love,MPEG audio file,8091301
1311,92,Tailgunner,MPEG audio file,5947795
1312,92,The Evil That Men Do,MPEG audio file,11479913
1313,92,Afraid To Shoot Strangers,MPEG audio file,9905048
1314,92,Fear Of The Dark,MPEG audio file,10361452
1315,101,Bring Your Daughter... To The Slaughter...,MPEG audio file,9045532
1316,92,The Clairvoyant,MPEG audio file,6302648
1317,92,Heaven Can Wait,MPEG audio file,10577743
1318,98,Run To The Hills,MPEG audio file,5665052
1319,91,2 Minutes To Midnight,MPEG audio file,8122030
1320,91,Iron Maiden,MPEG audio file,11874875
1321,91,Hallowed Be Thy Name,MPEG audio file,10751410
1322,91,The Trooper,MPEG audio file,5588560
1323,91,Sanctuary,MPEG audio file,7648679
1324,91,Running Free,MPEG audio file,11380851
1325,92,Tailgunner,MPEG audio file,4089856
1326,102,Holy Smoke,MPEG audio file,3672064
1327,102,No Prayer For The Dying,MPEG audio file,4225024
1328,102,Public Enema Number One,MPEG audio file,4071587
1329,102,Fates Warning,MPEG audio file,4018088
1330,102,The Assassin,MPEG audio file,4141056
1331,102,Run Silent Run Deep,MPEG audio file,4407296
1332,102,Hooks In You,MPEG audio file,3960832
1333,102,Bring Your Daughter... ...To The Slaughter,MPEG audio file,4548608
1334,102,Mother Russia,MPEG audio file,5322752
1335,91,Where Eagles Dare,MPEG audio file,5914624
1336,98,Revelations,MPEG audio file,6539264
1337,103,Flight Of The Icarus,MPEG audio file,3686400
1338,98,Die With Your Boots On,MPEG audio file,5212160
1339,91,The Trooper,MPEG audio file,4024320
1340,103,Still Life,MPEG audio file,4710400
1341,103,Quest For Fire,MPEG audio file,3543040
1342,103,Sun And Steel,MPEG audio file,3306324
1343,103,To Tame A Land,MPEG audio file,7129264
1344,98,Aces High,MPEG audio file,6472088
1345,91,2 Minutes To Midnight,MPEG audio file,8638809
1346,104,Losfer Words,MPEG audio file,6074756
1347,104,Flash of The Blade,MPEG audio file,5828861
1348,104,Duelists,MPEG audio file,8800686
1349,104,Back in the Village,MPEG audio file,7696518
1350,98,Powerslave,MPEG audio file,9791106
1351,98,Rime of the Ancient Mariner,MPEG audio file,19599577
1352,105,Intro,MPEG audio file,4638848
1353,93,The Wicker Man,MPEG audio file,11272320
1354,93,Ghost Of The Navigator,MPEG audio file,16345216
1355,93,Brave New World,MPEG audio file,14676148
1356,97,Wrathchild,MPEG audio file,7434368
1357,91,2 Minutes To Midnight,MPEG audio file,15474816
1358,93,Blood Brothers,MPEG audio file,17422464
1359,105,Sign Of The Cross,MPEG audio file,25966720
1360,93,The Mercenary,MPEG audio file,11309184
1361,91,The Trooper,MPEG audio file,10942592
1362,93,Dream Of Mirrors,MPEG audio file,23134336
1363,106,The Clansman,MPEG audio file,22370432
1364,92,The Evil That Men Do,MPEG audio file,11231360
1365,92,Fear Of The Dark,MPEG audio file,18430080
1366,91,Iron Maiden,MPEG audio file,14076032
1367,91,The Number Of The Beast,MPEG audio file,12022107
1368,91,Hallowed Be Thy Name,MPEG audio file,17760384
1369,91,Sanctuary,MPEG audio file,12695680
1370,98,Run To The Hills,MPEG audio file,11688064
1371,108,Moonchild,MPEG audio file,8179151
1372,108,Infinite Dreams,MPEG audio file,8858669
1373,92,Can I Play With Madness,MPEG audio file,5067867
1374,92,The Evil That Men Do,MPEG audio file,6578930
1375,108,Seventh Son of a Seventh Son,MPEG audio file,14249000
1376,108,The Prophecy,MPEG audio file,7334450
1377,92,The Clairvoyant,MPEG audio file,6411510
1378,108,Only the Good Die Young,MPEG audio file,6744431
1379,109,Caught Somewhere in Time,MPEG audio file,10701149
1380,109,Wasted Years,MPEG audio file,7384358
1381,109,Sea of Madness,MPEG audio file,8210695
1382,92,Heaven Can Wait,MPEG audio file,10596431
1383,109,Stranger in a Strange Land,MPEG audio file,8270899
1384,109,Alexander the Great,MPEG audio file,12377742
1385,109,De Ja Vu,MPEG audio file,7113035
1386,109,The Loneliness of the Long Dis,MPEG audio file,9393598
1387,110,22 Acacia Avenue,MPEG audio file,5542516
1388,98,Children of the Damned,MPEG audio file,3845631
1389,110,Gangland,MPEG audio file,3202866
1390,91,Hallowed Be Thy Name,MPEG audio file,6006107
1391,110,Invaders,MPEG audio file,2849181
1392,98,Run to the Hills,MPEG audio file,3209124
1393,91,The Number Of The Beast,MPEG audio file,11737216
1394,110,The Prisoner,MPEG audio file,5062906
1395,105,Sign Of The Cross,MPEG audio file,27121792
1396,112,Lord Of The Flies,MPEG audio file,12148864
1397,112,Man On The Edge,MPEG audio file,10137728
1398,112,Fortunes Of War,MPEG audio file,17760384
1399,112,Look For The Truth,MPEG audio file,12411008
1400,112,The Aftermath,MPEG audio file,15233152
1401,112,Judgement Of Heaven,MPEG audio file,12501120
1402,112,Blood On The World's Hands,MPEG audio file,14313600
1403,112,The Edge Of Darkness,MPEG audio file,15974528
1404,112,2 A.M.,MPEG audio file,13511087
1405,112,The Unbeliever,MPEG audio file,19617920
1406,113,Futureal,MPEG audio file,7032960
1407,113,The Angel And The Gambler,MPEG audio file,23711872
1408,113,Lightning Strikes Twice,MPEG audio file,11616384
1409,106,The Clansman,MPEG audio file,21592327
1410,113,When Two Worlds Collide,MPEG audio file,15093888
1411,113,The Educated Fool,MPEG audio file,16191616
1412,113,Don't Look To The Eyes Of A Stranger,MPEG audio file,19347584
1413,113,Como Estais Amigos,MPEG audio file,13213824
1414,114,Please Please Please,MPEG audio file,5394585
1415,114,Think,MPEG audio file,5513208
1416,114,Night Train,MPEG audio file,7027377
1417,114,Out Of Sight,MPEG audio file,4711323
1418,114,Papa's Got A Brand New Bag Pt.1,MPEG audio file,4174420
1419,114,I Got You (I Feel Good),MPEG audio file,5468472
1420,114,It's A Man's Man's Man's World,MPEG audio file,5541611
1421,114,Cold Sweat,MPEG audio file,5643213
1422,114,"Say It Loud, I'm Black And I'm Proud Pt.1",MPEG audio file,5478117
1423,114,Get Up (I Feel Like Being A) Sex Machine,MPEG audio file,10498031
1424,114,Hey America,MPEG audio file,7187857
1425,114,Make It Funky Pt.1,MPEG audio file,6507782
1426,114,I'm A Greedy Man Pt.1,MPEG audio file,7251211
1427,114,Get On The Good Foot,MPEG audio file,7182736
1428,114,Get Up Offa That Thing,MPEG audio file,8355989
1429,114,It's Too Funky In Here,MPEG audio file,7973979
1430,114,Living In America,MPEG audio file,9432346
1431,114,I'm Real,MPEG audio file,11183457
1432,114,Hot Pants Pt.1,MPEG audio file,6295110
1433,114,Soul Power (Live),MPEG audio file,8593206
1434,115,When You Gonna Learn (Digeridoo),MPEG audio file,7655482
1435,115,Too Young To Die,MPEG audio file,12391660
1436,115,Hooked Up,MPEG audio file,9301687
1437,115,"If I Like It, I Do It",MPEG audio file,9848207
1438,115,Music Of The Wind,MPEG audio file,12870239
1439,115,Emergency On Planet Earth,MPEG audio file,8117218
1440,115,"Whatever It Is, I Just Can't Stop",MPEG audio file,8249453
1441,115,Blow Your Mind,MPEG audio file,17089176
1442,115,Revolution 1993,MPEG audio file,20816872
1443,115,Didgin' Out,MPEG audio file,5263555
1444,116,Canned Heat,MPEG audio file,11042037
1445,116,Planet Home,MPEG audio file,9566237
1446,116,Black Capricorn Day,MPEG audio file,11477231
1447,116,Soul Education,MPEG audio file,8575435
1448,116,Failling,MPEG audio file,7503999
1449,116,Destitute Illusions,MPEG audio file,11452651
1450,116,Supersonic,MPEG audio file,10699265
1451,116,Butterfly,MPEG audio file,8947356
1452,116,Were Do We Go From Here,MPEG audio file,10504158
1453,74,King For A Day,MPEG audio file,7335693
1454,116,Deeper Underground,MPEG audio file,9351277
1455,117,Just Another Story,MPEG audio file,17582818
1456,117,Stillness In Time,MPEG audio file,8644290
1457,117,Half The Man,MPEG audio file,9577679
1458,117,Light Years,MPEG audio file,11796244
1459,117,Manifest Destiny,MPEG audio file,12676962
1460,117,The Kids,MPEG audio file,10334529
1461,117,Mr. Moon,MPEG audio file,11043559
1462,117,Scam,MPEG audio file,14019705
1463,117,Journey To Arnhemland,MPEG audio file,10843832
1464,117,Morning Glory,MPEG audio file,12777210
1465,117,Space Cowboy,MPEG audio file,12906520
1466,118,Last Chance,MPEG audio file,3683130
1467,118,Are You Gonna Be My Girl,MPEG audio file,6992324
1468,118,Rollover D.J.,MPEG audio file,6406517
1469,118,Look What You've Done,MPEG audio file,7517083
1470,118,Get What You Need,MPEG audio file,8043765
1471,118,Move On,MPEG audio file,8519353
1472,118,Radio Song,MPEG audio file,8871509
1473,118,Get Me Outta Here,MPEG audio file,5729098
1474,118,Cold Hard Bitch,MPEG audio file,7929610
1475,118,Come Around Again,MPEG audio file,8872405
1476,118,Take It Or Leave It,MPEG audio file,4643370
1477,118,Lazy Gun,MPEG audio file,9186285
1478,118,Timothy,MPEG audio file,8856507
1479,119,Foxy Lady,MPEG audio file,6480896
1480,119,Manic Depression,MPEG audio file,7289272
1481,119,Red House,MPEG audio file,7285851
1482,119,Can You See Me,MPEG audio file,4987068
1483,119,Love Or Confusion,MPEG audio file,6329408
1484,119,I Don't Live Today,MPEG audio file,7661214
1485,119,May This Be Love,MPEG audio file,6240028
1486,119,Fire,MPEG audio file,5383075
1487,119,Third Stone From The Sun,MPEG audio file,13186975
1488,119,Remember,MPEG audio file,5509613
1489,119,Are You Experienced?,MPEG audio file,8292497
1490,119,Hey Joe,MPEG audio file,6870054
1491,119,Stone Free,MPEG audio file,7002331
1492,119,Purple Haze,MPEG audio file,5597056
1493,119,51st Anniversary,MPEG audio file,6398044
1494,119,The Wind Cries Mary,MPEG audio file,6540638
1495,119,Highway Chile,MPEG audio file,6887949
1506,120,Engenho De Dentro,MPEG audio file,10211473
1507,120,Alcohol,MPEG audio file,12010478
1508,120,Mama Africa,MPEG audio file,9488316
1509,120,Salve Simpatia,MPEG audio file,11314756
1510,120,W/Brasil (Chama O Síndico),MPEG audio file,10599953
1511,120,País Tropical,MPEG audio file,14946972
1512,120,Os Alquimistas Estão Chegando,MPEG audio file,12304520
1513,120,Charles Anjo 45,MPEG audio file,13022833
1514,120,Selassiê,MPEG audio file,10724982
1515,120,Menina Sarará,MPEG audio file,6393818
1516,120,Que Maravilha,MPEG audio file,10996656
1517,120,Santa Clara Clareou,MPEG audio file,12524725
1518,120,Filho Maravilha,MPEG audio file,7498259
1519,120,Taj Mahal,MPEG audio file,9502898
1520,121,Rapidamente,MPEG audio file,8470107
1521,121,As Dores do Mundo,MPEG audio file,8537092
1522,121,Vou Pra Ai,MPEG audio file,10053718
1523,121,My Brother,MPEG audio file,8431821
1524,121,Há Quanto Tempo,MPEG audio file,9004470
1525,121,Vício,MPEG audio file,8887216
1526,121,Encontrar Alguém,MPEG audio file,7437935
1527,121,Dance Enquanto é Tempo,MPEG audio file,7583799
1528,121,A Tarde,MPEG audio file,8836127
1529,121,Always Be All Right,MPEG audio file,4299676
1530,121,Sem Sentido,MPEG audio file,8292108
1531,121,Onibusfobia,MPEG audio file,10474904
1532,122,Pura Elegancia,MPEG audio file,9632269
1533,122,Choramingando,MPEG audio file,6400532
1534,122,Por Merecer,MPEG audio file,7764601
1535,122,No Futuro,MPEG audio file,6056200
1536,122,Voce Inteira,MPEG audio file,8077282
1537,122,Cuando A Noite Vai Chegando,MPEG audio file,9081874
1538,122,Naquele Dia,MPEG audio file,8452654
1539,122,Equinocio,MPEG audio file,8871455
1540,122,Papelão,MPEG audio file,7257390
1541,122,Cuando Eu For Pro Ceu,MPEG audio file,3948371
1542,122,Do Nosso Amor,MPEG audio file,6774566
1543,122,Borogodo,MPEG audio file,7104588
1544,122,Cafezinho,MPEG audio file,6031174
1545,122,Enquanto O Dia Não Vem,MPEG audio file,7248336
1546,123,The Green Manalishi,MPEG audio file,6720789
1547,123,Living After Midnight,MPEG audio file,7056785
1548,123,Breaking The Law (Live),MPEG audio file,4728246
1549,123,Hot Rockin',MPEG audio file,6509179
1550,123,Heading Out To The Highway (Live),MPEG audio file,9006022
1551,123,The Hellion,MPEG audio file,1351993
1552,123,Electric Eye,MPEG audio file,7231368
1553,123,You've Got Another Thing Comin',MPEG audio file,9962558
1554,123,Turbo Lover,MPEG audio file,11068866
1555,123,Freewheel Burning,MPEG audio file,8713599
1556,123,Some Heads Are Gonna Roll,MPEG audio file,8198617
1557,123,Metal Meltdown,MPEG audio file,9390646
1558,123,Ram It Down,MPEG audio file,9554023
1559,123,Diamonds And Rust (Live),MPEG audio file,7163147
1560,123,Victim Of Change (Live),MPEG audio file,14067512
1561,123,Tyrant (Live),MPEG audio file,9190536
1562,56,Comin' Home,MPEG audio file,5661120
1563,35,Plaster Caster,MPEG audio file,6528719
1564,35,Goin' Blind,MPEG audio file,7167523
1565,35,Do You Love Me,MPEG audio file,6343111
1566,124,Domino,MPEG audio file,7488191
1567,35,Sure Know Something,MPEG audio file,8375190
1568,124,A World Without Heroes,MPEG audio file,5832524
1569,124,Rock Bottom,MPEG audio file,6560818
1570,124,See You Tonight,MPEG audio file,4817521
1571,124,I Still Love You,MPEG audio file,12086145
1572,124,Every Time I Look At You,MPEG audio file,9290948
1573,124,"2,000 Man",MPEG audio file,10292829
1574,35,Beth,MPEG audio file,5577807
1575,124,Nothin' To Lose,MPEG audio file,7351460
1576,35,Rock And Roll All Nite,MPEG audio file,8549296
1577,125,Immigrant Song,MPEG audio file,6457766
1578,125,Heartbreaker,MPEG audio file,10179657
1579,125,Since I've Been Loving You,MPEG audio file,13471959
1580,125,Black Dog,MPEG audio file,10267572
1581,28,Dazed And Confused,MPEG audio file,36052247
1582,125,Stairway To Heaven,MPEG audio file,17050485
1583,125,Going To California,MPEG audio file,7646749
1584,125,That's The Way,MPEG audio file,11248455
1585,125,Whole Lotta Love (Medley),MPEG audio file,26742545
1586,125,Thank You,MPEG audio file,12831826
1587,126,We're Gonna Groove,MPEG audio file,5180975
1588,126,Poor Tom,MPEG audio file,6016220
1589,28,I Can't Quit You Baby,MPEG audio file,8437098
1590,126,Walter's Walk,MPEG audio file,8712499
1591,126,Ozone Baby,MPEG audio file,7079588
1592,126,Darlene,MPEG audio file,10078197
1593,126,Bonzo's Montreux,MPEG audio file,8557447
1594,126,Wearing And Tearing,MPEG audio file,10701590
1595,127,The Song Remains The Same,MPEG audio file,10708950
1596,127,The Rain Song,MPEG audio file,15029875
1597,127,Over The Hills And Far Away,MPEG audio file,9552829
1598,127,The Crunge,MPEG audio file,6460212
1599,127,Dancing Days,MPEG audio file,7250104
1600,127,D'Yer Mak'er,MPEG audio file,8645935
1601,127,No Quarter,MPEG audio file,13656517
1602,127,The Ocean,MPEG audio file,8846469
1603,128,In The Evening,MPEG audio file,13399734
1604,128,South Bound Saurez,MPEG audio file,8420427
1605,128,Fool In The Rain,MPEG audio file,12371433
1606,128,Hot Dog,MPEG audio file,6536167
1607,128,Carouselambra,MPEG audio file,20858315
1608,128,All My Love,MPEG audio file,11684862
1609,128,I'm Gonna Crawl,MPEG audio file,10737665
1610,125,Black Dog,MPEG audio file,9660588
1611,129,Rock & Roll,MPEG audio file,7142127
1612,129,The Battle Of Evermore,MPEG audio file,11525689
1613,125,Stairway To Heaven,MPEG audio file,15706767
1614,129,Misty Mountain Hop,MPEG audio file,9092799
1615,129,Four Sticks,MPEG audio file,9481301
1616,125,Going To California,MPEG audio file,7068737
1617,129,When The Levee Breaks,MPEG audio file,13912107
1618,130,Good Times Bad Times,MPEG audio file,5464077
1619,130,Babe I'm Gonna Leave You,MPEG audio file,13189312
1620,28,You Shook Me,MPEG audio file,12643067
1621,28,Dazed and Confused,MPEG audio file,12610326
1622,130,Your Time Is Gonna Come,MPEG audio file,9011653
1623,130,Black Mountain Side,MPEG audio file,4440602
1624,28,Communication Breakdown,MPEG audio file,4899554
1625,28,I Can't Quit You Baby,MPEG audio file,9252733
1626,28,How Many More Times,MPEG audio file,16541364
1627,28,Whole Lotta Love,MPEG audio file,11026243
1628,131,What Is And What Should Never Be,MPEG audio file,9369385
1629,131,The Lemon Song,MPEG audio file,12463496
1630,125,Thank You,MPEG audio file,9337392
1631,125,Heartbreaker,MPEG audio file,8387560
1632,131,Living Loving Maid (She's Just A Woman),MPEG audio file,5219819
1633,131,Ramble On,MPEG audio file,9199710
1634,131,Moby Dick,MPEG audio file,8664210
1635,131,Bring It On Home,MPEG audio file,8494731
1636,125,Immigrant Song,MPEG audio file,4786461
1637,132,Friends,MPEG audio file,7694220
1638,132,Celebration Day,MPEG audio file,6871078
1639,125,Since I've Been Loving You,MPEG audio file,14482460
1640,132,Out On The Tiles,MPEG audio file,8060350
1641,132,Gallows Pole,MPEG audio file,9757151
1642,132,Tangerine,MPEG audio file,6200893
1643,125,That's The Way,MPEG audio file,11202499
1644,132,Bron-Y-Aur Stomp,MPEG audio file,8674508
1645,132,Hats Off To (Roy) Harper,MPEG audio file,7236640
1646,133,In The Light,MPEG audio file,17033046
1647,133,Bron-Yr-Aur,MPEG audio file,4150746
1648,133,Down By The Seaside,MPEG audio file,10371282
1649,133,Ten Years Gone,MPEG audio file,12756366
1650,133,Night Flight,MPEG audio file,7160647
1651,133,The Wanton Song,MPEG audio file,8180988
1652,133,Boogie With Stu,MPEG audio file,7657086
1653,133,Black Country Woman,MPEG audio file,8951732
1654,133,Sick Again,MPEG audio file,9279263
1655,134,Achilles Last Stand,MPEG audio file,20593955
1656,134,For Your Life,MPEG audio file,12633382
1657,134,Royal Orleans,MPEG audio file,5930027
1658,134,Nobody's Fault But Mine,MPEG audio file,12237859
1659,134,Candy Store Rock,MPEG audio file,8397423
1660,134,Hots On For Nowhere,MPEG audio file,9342342
1661,134,Tea For One,MPEG audio file,18475264
1662,129,Rock & Roll,MPEG audio file,7897065
1663,132,Celebration Day,MPEG audio file,7478487
1664,127,The Song Remains The Same,MPEG audio file,11465033
1665,135,Rain Song,MPEG audio file,16273705
1666,28,Dazed And Confused,MPEG audio file,52490554
1667,127,No Quarter,MPEG audio file,24399285
1668,125,Stairway To Heaven,MPEG audio file,21354766
1669,131,Moby Dick,MPEG audio file,25345841
1670,28,Whole Lotta Love,MPEG audio file,28191437
1671,137,Natália,MPEG audio file,7640230
1672,137,L'Avventura,MPEG audio file,9165769
1673,137,Música De Trabalho,MPEG audio file,8590671
1674,137,Longe Do Meu Lado,MPEG audio file,8655249
1675,137,A Via Láctea,MPEG audio file,9234879
1676,137,Música Ambiente,MPEG audio file,8234388
1677,137,Aloha,MPEG audio file,10793301
1678,137,Soul Parsifal,MPEG audio file,9853589
1679,137,Dezesseis,MPEG audio file,10573515
1680,137,Mil Pedaços,MPEG audio file,6643291
1681,137,Leila,MPEG audio file,10608239
1682,137,1º De Julho,MPEG audio file,9619257
1683,137,Esperando Por Mim,MPEG audio file,8844133
1684,137,Quando Você Voltar,MPEG audio file,5781046
1685,137,O Livro Dos Dias,MPEG audio file,8570929
1686,138,Será,MPEG audio file,4826528
1687,138,Ainda É Cedo,MPEG audio file,7796400
1688,138,Geração Coca-Cola,MPEG audio file,4625731
1689,138,Eduardo E Mônica,MPEG audio file,9026691
1690,138,Tempo Perdido,MPEG audio file,9963914
1691,138,Indios,MPEG audio file,8610226
1692,138,Que País É Este,MPEG audio file,5822124
1693,138,Faroeste Caboclo,MPEG audio file,18092739
1694,138,Há Tempos,MPEG audio file,6432922
1695,138,Pais E Filhos,MPEG audio file,10130685
1696,138,Meninos E Meninas,MPEG audio file,6667802
1697,138,Vento No Litoral,MPEG audio file,12063806
1698,138,Perfeição,MPEG audio file,9258489
1699,138,Giz,MPEG audio file,6677671
