track_id,song,media_type,bytes
1243,Out Of The Silent Planet,MPEG audio file,15423616
1244,The Thin Line Between Love & Hate,MPEG audio file,20273280
1245,Wildest Dreams,MPEG audio file,9312384
1246,Rainmaker,MPEG audio file,9146496
1247,No More Lies,MPEG audio file,17672320
1248,Montsegur,MPEG audio file,14020736
1249,Dance Of Death,MPEG audio file,20670727
1250,Gates Of Tomorrow,MPEG audio file,12482688
1251,New Frontier,MPEG audio file,12181632
1252,Paschendale,MPEG audio file,20326528
1253,Face In The Sand,MPEG audio file,15648948
1254,Age Of Innocence,MPEG audio file,14823478
1255,Journeyman,MPEG audio file,17082496
1256,Be Quick Or Be Dead,MPEG audio file,8181888
1257,From Here To Eternity,MPEG audio file,8739038
1258,Afraid To Shoot Strangers,MPEG audio file,16664589
1259,Fear Is The Key,MPEG audio file,13414528
1260,Childhood's End,MPEG audio file,11225216
1261,Wasting Love,MPEG audio file,14041216
1262,The Fugitive,MPEG audio file,11765888
1263,Chains Of Misery,MPEG audio file,8700032
1264,The Apparition,MPEG audio file,9386112
1265,Judas Be My Guide,MPEG audio file,7553152
1266,Weekend Warrior,MPEG audio file,13594678
1267,Fear Of The Dark,MPEG audio file,17483789
1268,01 - Prowler,MPEG audio file,5668992
1269,02 - Sanctuary,MPEG audio file,4712576
1270,03 - Remember Tomorrow,MPEG audio file,7889024
1271,04 - Running Free,MPEG audio file,4739122
1272,05 - Phantom of the Opera,MPEG audio file,10276872
1273,06 - Transylvania,MPEG audio file,6226048
1274,07 - Strange World,MPEG audio file,7981184
1275,08 - Charlotte the Harlot,MPEG audio file,6066304
1276,09 - Iron Maiden,MPEG audio file,5189891
1277,The Ides Of March,MPEG audio file,2543744
1278,Wrathchild,MPEG audio file,4188288
1279,Murders In The Rue Morgue,MPEG audio file,6205786
1280,Another Life,MPEG audio file,4874368
1281,Genghis Khan,MPEG audio file,4493440
1282,Innocent Exile,MPEG audio file,5584861
1283,Killers,MPEG audio file,7227440
1284,Prodigal Son,MPEG audio file,8937600
1285,Purgatory,MPEG audio file,4804736
1286,Drifter,MPEG audio file,6934660
1287,Intro- Churchill S Speech,MPEG audio file,1154488
1288,Aces High,MPEG audio file,6635187
1289,2 Minutes To Midnight,MPEG audio file,8799380
1290,The Trooper,MPEG audio file,6455255
1291,Revelations,MPEG audio file,8926021
1292,Flight Of Icarus,MPEG audio file,5521744
1293,Rime Of The Ancient Mariner,MPEG audio file,18949518
1294,Powerslave,MPEG audio file,10921567
1295,The Number Of The Beast,MPEG audio file,6605094
1296,Hallowed Be Thy Name,MPEG audio file,10836304
1297,Iron Maiden,MPEG audio file,6289117
1298,Run To The Hills,MPEG audio file,5561241
1299,Running Free,MPEG audio file,4912986
1300,Wrathchild,MPEG audio file,4410181
1301,Acacia Avenue,MPEG audio file,9119118
1302,Children Of The Damned,MPEG audio file,6678446
1303,Die With Your Boots On,MPEG audio file,7542367
1304,Phantom Of The Opera,MPEG audio file,10589917
1305,Be Quick Or Be Dead,MPEG audio file,5599853
1306,The Number Of The Beast,MPEG audio file,7060625
1307,Wrathchild,MPEG audio file,4182963
1308,From Here To Eternity,MPEG audio file,6831163
1309,Can I Play With Madness,MPEG audio file,5118995
1310,Wasting Love,MPEG audio file,8091301
1311,Tailgunner,MPEG audio file,5947795
1312,The Evil That Men Do,MPEG audio file,11479913
1313,Afraid To Shoot Strangers,MPEG audio file,9905048
1314,Fear Of The Dark,MPEG audio file,10361452
1315,Bring Your Daughter... To The Slaughter...,MPEG audio file,9045532
1316,The Clairvoyant,MPEG audio file,6302648
1317,Heaven Can Wait,MPEG audio file,10577743
1318,Run To The Hills,MPEG audio file,5665052
1319,2 Minutes To Midnight,MPEG audio file,8122030
1320,Iron Maiden,MPEG audio file,11874875
1321,Hallowed Be Thy Name,MPEG audio file,10751410
1322,The Trooper,MPEG audio file,5588560
1323,Sanctuary,MPEG audio file,7648679
1324,Running Free,MPEG audio file,11380851
1325,Tailgunner,MPEG audio file,4089856
1326,Holy Smoke,MPEG audio file,3672064
1327,No Prayer For The Dying,MPEG audio file,4225024
1328,Public Enema Number One,MPEG audio file,4071587
1329,Fates Warning,MPEG audio file,4018088
1330,The Assassin,MPEG audio file,4141056
1331,Run Silent Run Deep,MPEG audio file,4407296
1332,Hooks In You,MPEG audio file,3960832
1333,Bring Your Daughter... ...To The Slaughter,MPEG audio file,4548608
1334,Mother Russia,MPEG audio file,5322752
1335,Where Eagles Dare,MPEG audio file,5914624
1336,Revelations,MPEG audio file,6539264
1337,Flight Of The Icarus,MPEG audio file,3686400
1338,Die With Your Boots On,MPEG audio file,5212160
1339,The Trooper,MPEG audio file,4024320
1340,Still Life,MPEG audio file,4710400
1341,Quest For Fire,MPEG audio file,3543040
1342,Sun And Steel,MPEG audio file,3306324
1343,To Tame A Land,MPEG audio file,7129264
1344,Aces High,MPEG audio file,6472088
1345,2 Minutes To Midnight,MPEG audio file,8638809
1346,Losfer Words,MPEG audio file,6074756
1347,Flash of The Blade,MPEG audio file,5828861
1348,Duelists,MPEG audio file,8800686
1349,Back in the Village,MPEG audio file,7696518
1350,Powerslave,MPEG audio file,9791106
1351,Rime of the Ancient Mariner,MPEG audio file,19599577
1352,Intro,MPEG audio file,4638848
1353,The Wicker Man,MPEG audio file,11272320
1354,Ghost Of The Navigator,MPEG audio file,16345216
1355,Brave New World,MPEG audio file,14676148
1356,Wrathchild,MPEG audio file,7434368
1357,2 Minutes To Midnight,MPEG audio file,15474816
1358,Blood Brothers,MPEG audio file,17422464
1359,Sign Of The Cross,MPEG audio file,25966720
1360,The Mercenary,MPEG audio file,11309184
1361,The Trooper,MPEG audio file,10942592
1362,Dream Of Mirrors,MPEG audio file,23134336
1363,The Clansman,MPEG audio file,22370432
1364,The Evil That Men Do,MPEG audio file,11231360
1365,Fear Of The Dark,MPEG audio file,18430080
1366,Iron Maiden,MPEG audio file,14076032
1367,The Number Of The Beast,MPEG audio file,12022107
1368,Hallowed Be Thy Name,MPEG audio file,17760384
1369,Sanctuary,MPEG audio file,12695680
1370,Run To The Hills,MPEG audio file,11688064
1371,Moonchild,MPEG audio file,8179151
1372,Infinite Dreams,MPEG audio file,8858669
1373,Can I Play With Madness,MPEG audio file,5067867
1374,The Evil That Men Do,MPEG audio file,6578930
1375,Seventh Son of a Seventh Son,MPEG audio file,14249000
1376,The Prophecy,MPEG audio file,7334450
1377,The Clairvoyant,MPEG audio file,6411510
1378,Only the Good Die Young,MPEG audio file,6744431
1379,Caught Somewhere in Time,MPEG audio file,10701149
1380,Wasted Years,MPEG audio file,7384358
1381,Sea of Madness,MPEG audio file,8210695
1382,Heaven Can Wait,MPEG audio file,10596431
1383,Stranger in a Strange Land,MPEG audio file,8270899
1384,Alexander the Great,MPEG audio file,12377742
1385,De Ja Vu,MPEG audio file,7113035
1386,The Loneliness of the Long Dis,MPEG audio file,9393598
1387,22 Acacia Avenue,MPEG audio file,5542516
1388,Children of the Damned,MPEG audio file,3845631
1389,Gangland,MPEG audio file,3202866
1390,Hallowed Be Thy Name,MPEG audio file,6006107
1391,Invaders,MPEG audio file,2849181
1392,Run to the Hills,MPEG audio file,3209124
1393,The Number Of The Beast,MPEG audio file,11737216
1394,The Prisoner,MPEG audio file,5062906
1395,Sign Of The Cross,MPEG audio file,27121792
1396,Lord Of The Flies,MPEG audio file,12148864
1397,Man On The Edge,MPEG audio file,10137728
1398,Fortunes Of War,MPEG audio file,17760384
1399,Look For The Truth,MPEG audio file,12411008
1400,The Aftermath,MPEG audio file,15233152
1401,Judgement Of Heaven,MPEG audio file,12501120
1402,Blood On The World's Hands,MPEG audio file,14313600
1403,The Edge Of Darkness,MPEG audio file,15974528
1404,2 A.M.,MPEG audio file,13511087
1405,The Unbeliever,MPEG audio file,19617920
1406,Futureal,MPEG audio file,7032960
1407,The Angel And The Gambler,MPEG audio file,23711872
1408,Lightning Strikes Twice,MPEG audio file,11616384
1409,The Clansman,MPEG audio file,21592327
1410,When Two Worlds Collide,MPEG audio file,15093888
1411,The Educated Fool,MPEG audio file,16191616
1412,Don't Look To The Eyes Of A Stranger,MPEG audio file,19347584
1413,Como Estais Amigos,MPEG audio file,13213824
1414,Please Please Please,MPEG audio file,5394585
1415,Think,MPEG audio file,5513208
1416,Night Train,MPEG audio file,7027377
1417,Out Of Sight,MPEG audio file,4711323
1418,Papa's Got A Brand New Bag Pt.1,MPEG audio file,4174420
1419,I Got You (I Feel Good),MPEG audio file,5468472
1420,It's A Man's Man's Man's World,MPEG audio file,5541611
1421,Cold Sweat,MPEG audio file,5643213
1422,"Say It Loud, I'm Black And I'm Proud Pt.1",MPEG audio file,5478117
1423,Get Up (I Feel Like Being A) Sex Machine,MPEG audio file,10498031
1424,Hey America,MPEG audio file,7187857
1425,Make It Funky Pt.1,MPEG audio file,6507782
1426,I'm A Greedy Man Pt.1,MPEG audio file,7251211
1427,Get On The Good Foot,MPEG audio file,7182736
1428,Get Up Offa That Thing,MPEG audio file,8355989
1429,It's Too Funky In Here,MPEG audio file,7973979
1430,Living In America,MPEG audio file,9432346
1431,I'm Real,MPEG audio file,11183457
1432,Hot Pants Pt.1,MPEG audio file,6295110
1433,Soul Power (Live),MPEG audio file,8593206
1434,When You Gonna Learn (Digeridoo),MPEG audio file,7655482
1435,Too Young To Die,MPEG audio file,12391660
1436,Hooked Up,MPEG audio file,9301687
1437,"If I Like It, I Do It",MPEG audio file,9848207
1438,Music Of The Wind,MPEG audio file,12870239
1439,Emergency On Planet Earth,MPEG audio file,8117218
1440,"Whatever It Is, I Just Can't Stop",MPEG audio file,8249453
1441,Blow Your Mind,MPEG audio file,17089176
1442,Revolution 1993,MPEG audio file,20816872
1443,Didgin' Out,MPEG audio file,5263555
1444,Canned Heat,MPEG audio file,11042037
1445,Planet Home,MPEG audio file,9566237
1446,Black Capricorn Day,MPEG audio file,11477231
1447,Soul Education,MPEG audio file,8575435
1448,Failling,MPEG audio file,7503999
1449,Destitute Illusions,MPEG audio file,11452651
1450,Supersonic,MPEG audio file,10699265
1451,Butterfly,MPEG audio file,8947356
1452,Were Do We Go From Here,MPEG audio file,10504158
1453,King For A Day,MPEG audio file,7335693
1454,Deeper Underground,MPEG audio file,9351277
1455,Just Another Story,MPEG audio file,17582818
1456,Stillness In Time,MPEG audio file,8644290
1457,Half The Man,MPEG audio file,9577679
1458,Light Years,MPEG audio file,11796244
1459,Manifest Destiny,MPEG audio file,12676962
1460,The Kids,MPEG audio file,10334529
1461,Mr. Moon,MPEG audio file,11043559
1462,Scam,MPEG audio file,14019705
1463,Journey To Arnhemland,MPEG audio file,10843832
1464,Morning Glory,MPEG audio file,12777210
1465,Space Cowboy,MPEG audio file,12906520
1466,Last Chance,MPEG audio file,3683130
1467,Are You Gonna Be My Girl,MPEG audio file,6992324
1468,Rollover D.J.,MPEG audio file,6406517
1469,Look What You've Done,MPEG audio file,7517083
1470,Get What You Need,MPEG audio file,8043765
1471,Move On,MPEG audio file,8519353
1472,Radio Song,MPEG audio file,8871509
1473,Get Me Outta Here,MPEG audio file,5729098
1474,Cold Hard Bitch,MPEG audio file,7929610
1475,Come Around Again,MPEG audio file,8872405
1476,Take It Or Leave It,MPEG audio file,4643370
1477,Lazy Gun,MPEG audio file,9186285
1478,Timothy,MPEG audio file,8856507
1479,Foxy Lady,MPEG audio file,6480896
1480,Manic Depression,MPEG audio file,7289272
1481,Red House,MPEG audio file,7285851
1482,Can You See Me,MPEG audio file,4987068
1483,Love Or Confusion,MPEG audio file,6329408
1484,I Don't Live Today,MPEG audio file,7661214
1485,May This Be Love,MPEG audio file,6240028
1486,Fire,MPEG audio file,5383075
1487,Third Stone From The Sun,MPEG audio file,13186975
1488,Remember,MPEG audio file,5509613
1489,Are You Experienced?,MPEG audio file,8292497
1490,Hey Joe,MPEG audio file,6870054
1491,Stone Free,MPEG audio file,7002331
1492,Purple Haze,MPEG audio file,5597056
1493,51st Anniversary,MPEG audio file,6398044
1494,The Wind Cries Mary,MPEG audio file,6540638
1495,Highway Chile,MPEG audio file,6887949
1506,Engenho De Dentro,MPEG audio file,10211473
1507,Alcohol,MPEG audio file,12010478
1508,Mama Africa,MPEG audio file,9488316
1509,Salve Simpatia,MPEG audio file,11314756
1510,W/Brasil (Chama O Síndico),MPEG audio file,10599953
1511,País Tropical,MPEG audio file,14946972
1512,Os Alquimistas Estão Chegando,MPEG audio file,12304520
1513,Charles Anjo 45,MPEG audio file,13022833
1514,Selassiê,MPEG audio file,10724982
1515,Menina Sarará,MPEG audio file,6393818
1516,Que Maravilha,MPEG audio file,10996656
1517,Santa Clara Clareou,MPEG audio file,12524725
1518,Filho Maravilha,MPEG audio file,7498259
1519,Taj Mahal,MPEG audio file,9502898
1520,Rapidamente,MPEG audio file,8470107
1521,As Dores do Mundo,MPEG audio file,8537092
1522,Vou Pra Ai,MPEG audio file,10053718
1523,My Brother,MPEG audio file,8431821
1524,Há Quanto Tempo,MPEG audio file,9004470
1525,Vício,MPEG audio file,8887216
1526,Encontrar Alguém,MPEG audio file,7437935
1527,Dance Enquanto é Tempo,MPEG audio file,7583799
1528,A Tarde,MPEG audio file,8836127
1529,Always Be All Right,MPEG audio file,4299676
1530,Sem Sentido,MPEG audio file,8292108
1531,Onibusfobia,MPEG audio file,10474904
1532,Pura Elegancia,MPEG audio file,9632269
1533,Choramingando,MPEG audio file,6400532
1534,Por Merecer,MPEG audio file,7764601
1535,No Futuro,MPEG audio file,6056200
1536,Voce Inteira,MPEG audio file,8077282
1537,Cuando A Noite Vai Chegando,MPEG audio file,9081874
1538,Naquele Dia,MPEG audio file,8452654
1539,Equinocio,MPEG audio file,8871455
1540,Papelão,MPEG audio file,7257390
1541,Cuando Eu For Pro Ceu,MPEG audio file,3948371
1542,Do Nosso Amor,MPEG audio file,6774566
1543,Borogodo,MPEG audio file,7104588
1544,Cafezinho,MPEG audio file,6031174
1545,Enquanto O Dia Não Vem,MPEG audio file,7248336
1546,The Green Manalishi,MPEG audio file,6720789
1547,Living After Midnight,MPEG audio file,7056785
1548,Breaking The Law (Live),MPEG audio file,4728246
1549,Hot Rockin',MPEG audio file,6509179
1550,Heading Out To The Highway (Live),MPEG audio file,9006022
1551,The Hellion,MPEG audio file,1351993
1552,Electric Eye,MPEG audio file,7231368
1553,You've Got Another Thing Comin',MPEG audio file,9962558
1554,Turbo Lover,MPEG audio file,11068866
1555,Freewheel Burning,MPEG audio file,8713599
1556,Some Heads Are Gonna Roll,MPEG audio file,8198617
1557,Metal Meltdown,MPEG audio file,9390646
1558,Ram It Down,MPEG audio file,9554023
1559,Diamonds And Rust (Live),MPEG audio file,7163147
1560,Victim Of Change (Live),MPEG audio file,14067512
1561,Tyrant (Live),MPEG audio file,9190536
1562,Comin' Home,MPEG audio file,5661120
1563,Plaster Caster,MPEG audio file,6528719
1564,Goin' Blind,MPEG audio file,7167523
1565,Do You Love Me,MPEG audio file,6343111
1566,Domino,MPEG audio file,7488191
1567,Sure Know Something,MPEG audio file,8375190
1568,A World Without Heroes,MPEG audio file,5832524
1569,Rock Bottom,MPEG audio file,6560818
1570,See You Tonight,MPEG audio file,4817521
1571,I Still Love You,MPEG audio file,12086145
1572,Every Time I Look At You,MPEG audio file,9290948
1573,"2,000 Man",MPEG audio file,10292829
1574,Beth,MPEG audio file,5577807
1575,Nothin' To Lose,MPEG audio file,7351460
1576,Rock And Roll All Nite,MPEG audio file,8549296
1577,Immigrant Song,MPEG audio file,6457766
1578,Heartbreaker,MPEG audio file,10179657
1579,Since I've Been Loving You,MPEG audio file,13471959
1580,Black Dog,MPEG audio file,10267572
1581,Dazed And Confused,MPEG audio file,36052247
1582,Stairway To Heaven,MPEG audio file,17050485
1583,Going To California,MPEG audio file,7646749
1584,That's The Way,MPEG audio file,11248455
1585,Whole Lotta Love (Medley),MPEG audio file,26742545
1586,Thank You,MPEG audio file,12831826
1587,We're Gonna Groove,MPEG audio file,5180975
1588,Poor Tom,MPEG audio file,6016220
1589,I Can't Quit You Baby,MPEG audio file,8437098
1590,Walter's Walk,MPEG audio file,8712499
1591,Ozone Baby,MPEG audio file,7079588
1592,Darlene,MPEG audio file,10078197
1593,Bonzo's Montreux,MPEG audio file,8557447
1594,Wearing And Tearing,MPEG audio file,10701590
1595,The Song Remains The Same,MPEG audio file,10708950
1596,The Rain Song,MPEG audio file,15029875
1597,Over The Hills And Far Away,MPEG audio file,9552829
1598,The Crunge,MPEG audio file,6460212
1599,Dancing Days,MPEG audio file,7250104
1600,D'Yer Mak'er,MPEG audio file,8645935
1601,No Quarter,MPEG audio file,13656517
1602,The Ocean,MPEG audio file,8846469
1603,In The Evening,MPEG audio file,13399734
1604,South Bound Saurez,MPEG audio file,8420427
1605,Fool In The Rain,MPEG audio file,12371433
1606,Hot Dog,MPEG audio file,6536167
1607,Carouselambra,MPEG audio file,20858315
1608,All My Love,MPEG audio file,11684862
1609,I'm Gonna Crawl,MPEG audio file,10737665
1610,Black Dog,MPEG audio file,9660588
1611,Rock & Roll,MPEG audio file,7142127
1612,The Battle Of Evermore,MPEG audio file,11525689
1613,Stairway To Heaven,MPEG audio file,15706767
1614,Misty Mountain Hop,MPEG audio file,9092799
1615,Four Sticks,MPEG audio file,9481301
1616,Going To California,MPEG audio file,7068737
1617,When The Levee Breaks,MPEG audio file,13912107
1618,Good Times Bad Times,MPEG audio file,5464077
1619,Babe I'm Gonna Leave You,MPEG audio file,13189312
1620,You Shook Me,MPEG audio file,12643067
1621,Dazed and Confused,MPEG audio file,12610326
1622,Your Time Is Gonna Come,MPEG audio file,9011653
1623,Black Mountain Side,MPEG audio file,4440602
1624,Communication Breakdown,MPEG audio file,4899554
1625,I Can't Quit You Baby,MPEG audio file,9252733
1626,How Many More Times,MPEG audio file,16541364
1627,Whole Lotta Love,MPEG audio file,11026243
1628,What Is And What Should Never Be,MPEG audio file,9369385
1629,The Lemon Song,MPEG audio file,12463496
1630,Thank You,MPEG audio file,9337392
1631,Heartbreaker,MPEG audio file,8387560
1632,Living Loving Maid (She's Just A Woman),MPEG audio file,5219819
1633,Ramble On,MPEG audio file,9199710
1634,Moby Dick,MPEG audio file,8664210
1635,Bring It On Home,MPEG audio file,8494731
1636,Immigrant Song,MPEG audio file,4786461
1637,Friends,MPEG audio file,7694220
1638,Celebration Day,MPEG audio file,6871078
1639,Since I've Been Loving You,MPEG audio file,14482460
1640,Out On The Tiles,MPEG audio file,8060350
1641,Gallows Pole,MPEG audio file,9757151
1642,Tangerine,MPEG audio file,6200893
1643,That's The Way,MPEG audio file,11202499
1644,Bron-Y-Aur Stomp,MPEG audio file,8674508
1645,Hats Off To (Roy) Harper,MPEG audio file,7236640
1646,In The Light,MPEG audio file,17033046
1647,Bron-Yr-Aur,MPEG audio file,4150746
1648,Down By The Seaside,MPEG audio file,10371282
1649,Ten Years Gone,MPEG audio file,12756366
1650,Night Flight,MPEG audio file,7160647
1651,The Wanton Song,MPEG audio file,8180988
1652,Boogie With Stu,MPEG audio file,7657086
1653,Black Country Woman,MPEG audio file,8951732
1654,Sick Again,MPEG audio file,9279263
1655,Achilles Last Stand,MPEG audio file,20593955
1656,For Your Life,MPEG audio file,12633382
1657,Royal Orleans,MPEG audio file,5930027
1658,Nobody's Fault But Mine,MPEG audio file,12237859
1659,Candy Store Rock,MPEG audio file,8397423
1660,Hots On For Nowhere,MPEG audio file,9342342
1661,Tea For One,MPEG audio file,18475264
1662,Rock & Roll,MPEG audio file,7897065
1663,Celebration Day,MPEG audio file,7478487
1664,The Song Remains The Same,MPEG audio file,11465033
1665,Rain Song,MPEG audio file,16273705
1666,Dazed And Confused,MPEG audio file,52490554
1667,No Quarter,MPEG audio file,24399285
1668,Stairway To Heaven,MPEG audio file,21354766
1669,Moby Dick,MPEG audio file,25345841
1670,Whole Lotta Love,MPEG audio file,28191437
1671,Natália,MPEG audio file,7640230
1672,L'Avventura,MPEG audio file,9165769
1673,Música De Trabalho,MPEG audio file,8590671
1674,Longe Do Meu Lado,MPEG audio file,8655249
1675,A Via Láctea,MPEG audio file,9234879
1676,Música Ambiente,MPEG audio file,8234388
1677,Aloha,MPEG audio file,10793301
1678,Soul Parsifal,MPEG audio file,9853589
1679,Dezesseis,MPEG audio file,10573515
1680,Mil Pedaços,MPEG audio file,6643291
1681,Leila,MPEG audio file,10608239
1682,1º De Julho,MPEG audio file,9619257
1683,Esperando Por Mim,MPEG audio file,8844133
1684,Quando Você Voltar,MPEG audio file,5781046
1685,O Livro Dos Dias,MPEG audio file,8570929
1686,Será,MPEG audio file,4826528
1687,Ainda É Cedo,MPEG audio file,7796400
1688,Geração Coca-Cola,MPEG audio file,4625731
1689,Eduardo E Mônica,MPEG audio file,9026691
1690,Tempo Perdido,MPEG audio file,9963914
1691,Indios,MPEG audio file,8610226
1692,Que País É Este,MPEG audio file,5822124
1693,Faroeste Caboclo,MPEG audio file,18092739
1694,Há Tempos,MPEG audio file,6432922
1695,Pais E Filhos,MPEG audio file,10130685
1696,Meninos E Meninas,MPEG audio file,6667802
1697,Vento No Litoral,MPEG audio file,12063806
1698,Perfeição,MPEG audio file,9258489
1699,Giz,MPEG audio file,6677671
1700,Dezesseis,MPEG audio file,10501773
1701,Antes Das Seis,MPEG audio file,6296531
1702,Are You Gonna Go My Way,MPEG audio file,6905135
1703,Fly Away,MPEG audio file,7322085
1704,Rock And Roll Is Dead,MPEG audio file,6680312
1705,Again,MPEG audio file,7490476
1706,It Ain't Over 'Til It's Over,MPEG audio file,8078936
1707,Can't Get You Off My Mind,MPEG audio file,8937150
1708,Mr. Cab Driver,MPEG audio file,7668084
1709,American Woman,MPEG audio file,8538023
1710,Stand By My Woman,MPEG audio file,8447611
1711,Always On The Run,MPEG audio file,7593397
1712,Heaven Help,MPEG audio file,6222092
1713,I Belong To You,MPEG audio file,8477980
1714,Believe,MPEG audio file,9661978
1715,Let Love Rule,MPEG audio file,11298085
1716,Black Velveteen,MPEG audio file,9531301
1717,Assim Caminha A Humanidade,MPEG audio file,6993763
1718,Honolulu,MPEG audio file,8558481
1719,Dancin´Days,MPEG audio file,7875347
1720,Um Pro Outro,MPEG audio file,7825215
1721,Aviso Aos Navegantes,MPEG audio file,8058651
1722,Casa,MPEG audio file,10107269
1723,Condição,MPEG audio file,8778465
1724,Hyperconectividade,MPEG audio file,5948039
1725,O Descobridor Dos Sete Mares,MPEG audio file,7475780
1726,Satisfação,MPEG audio file,6901681
1727,Brumário,MPEG audio file,7243499
1728,Um Certo Alguém,MPEG audio file,6430939
1729,Fullgás,MPEG audio file,11505484
1730,Sábado À Noite,MPEG audio file,6435114
1731,A Cura,MPEG audio file,9260588
1732,Aquilo,MPEG audio file,8167819
1733,Atrás Do Trio Elétrico,MPEG audio file,4917615
1734,Senta A Pua,MPEG audio file,7205844
1735,Ro-Que-Se-Da-Ne,MPEG audio file,4805897
1736,Tudo Bem,MPEG audio file,6419139
1737,Toda Forma De Amor,MPEG audio file,7496584
1738,Tudo Igual,MPEG audio file,9201645
1739,Fogo De Palha,MPEG audio file,8133732
1740,Sereia,MPEG audio file,9121087
1741,Assaltaram A Gramática,MPEG audio file,8698959
1742,Se Você Pensa,MPEG audio file,6552490
1743,Lá Vem O Sol (Here Comes The Sun),MPEG audio file,6229645
1744,O Último Romântico (Ao Vivo),MPEG audio file,7692697
1745,Pseudo Silk Kimono,MPEG audio file,4334038
1746,Kayleigh,MPEG audio file,7716005
1747,Lavender,MPEG audio file,4999814
1748,Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,MPEG audio file,11791068
1749,Heart Of Lothian: Wide Boy / Curtain Call,MPEG audio file,11893723
1750,Waterhole (Expresso Bongo),MPEG audio file,4378835
1751,Lords Of The Backstage,MPEG audio file,3741319
1752,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,MPEG audio file,18578995
1753,Childhoods End?,MPEG audio file,9015366
1754,White Feather,MPEG audio file,4711776
1755,Arrepio,MPEG audio file,4511390
1756,Magamalabares,MPEG audio file,7183757
1757,Chuva No Brejo,MPEG audio file,4857761
1758,Cérebro Eletrônico,MPEG audio file,5760864
1759,Tempos Modernos,MPEG audio file,6066234
1760,Maraçá,MPEG audio file,7621482
1761,Blanco,MPEG audio file,1454532
1762,Panis Et Circenses,MPEG audio file,6318373
1763,De Noite Na Cama,MPEG audio file,7012658
1764,Beija Eu,MPEG audio file,6512544
1765,Give Me Love,MPEG audio file,8196331
1766,Ainda Lembro,MPEG audio file,7211247
1767,A Menina Dança,MPEG audio file,4326918
1768,Dança Da Solidão,MPEG audio file,6699368
1769,Ao Meu Redor,MPEG audio file,9158834
1770,Bem Leve,MPEG audio file,5246835
1771,Segue O Seco,MPEG audio file,5922018
1772,O Xote Das Meninas,MPEG audio file,9553228
1773,Wherever I Lay My Hat,MPEG audio file,4477321
1774,Get My Hands On Some Lovin',MPEG audio file,4860380
1775,No Good Without You,MPEG audio file,5259218
1776,You've Been A Long Time Coming,MPEG audio file,4437949
1777,When I Had Your Love,MPEG audio file,4972815
1778,You're What's Happening (In The World Today),MPEG audio file,4631104
1779,Loving You Is Sweeter Than Ever,MPEG audio file,5377546
1780,It's A Bitter Pill To Swallow,MPEG audio file,6477882
1781,Seek And You Shall Find,MPEG audio file,7306719
1782,Gonna Keep On Tryin' Till I Win Your Love,MPEG audio file,5789945
1783,Gonna Give Her All The Love I've Got,MPEG audio file,6893603
1784,I Wish It Would Rain,MPEG audio file,5647327
1785,"Abraham, Martin And John",MPEG audio file,8888206
1786,Save The Children,MPEG audio file,6342021
1787,You Sure Love To Ball,MPEG audio file,7217872
1788,Ego Tripping Out,MPEG audio file,10383887
1789,Praise,MPEG audio file,7839179
1790,Heavy Love Affair,MPEG audio file,7522232
1791,Down Under,MPEG audio file,7366142
1792,Overkill,MPEG audio file,7408652
1793,Be Good Johnny,MPEG audio file,7139814
1794,Everything I Need,MPEG audio file,7107625
1795,Down by the Sea,MPEG audio file,13314900
1796,Who Can It Be Now?,MPEG audio file,6682850
1797,It's a Mistake,MPEG audio file,8979965
1798,Dr. Heckyll & Mr. Jive,MPEG audio file,9110403
1799,Shakes and Ladders,MPEG audio file,6560753
1800,No Sign of Yesterday,MPEG audio file,11829011
1801,Enter Sandman,MPEG audio file,10852002
1802,Sad But True,MPEG audio file,10541258
1803,Holier Than Thou,MPEG audio file,7462011
1804,The Unforgiven,MPEG audio file,12646886
1805,Wherever I May Roam,MPEG audio file,13161169
1806,Don't Tread On Me,MPEG audio file,7827907
1807,Through The Never,MPEG audio file,8024047
1808,Nothing Else Matters,MPEG audio file,12606241
1809,Of Wolf And Man,MPEG audio file,8339785
1810,The God That Failed,MPEG audio file,10055959
1811,My Friend Of Misery,MPEG audio file,13293515
1812,The Struggle Within,MPEG audio file,7654052
1813,Helpless,MPEG audio file,12977902
1814,The Small Hours,MPEG audio file,13215133
1815,The Wait,MPEG audio file,9688418
1816,Crash Course In Brain Surgery,MPEG audio file,6233729
1817,Last Caress/Green Hell,MPEG audio file,6854313
1818,Am I Evil?,MPEG audio file,15387219
1819,Blitzkrieg,MPEG audio file,7090018
1820,Breadfan,MPEG audio file,11100130
1821,The Prince,MPEG audio file,8624492
1822,Stone Cold Crazy,MPEG audio file,4514830
1823,So What,MPEG audio file,6162894
1824,Killing Time,MPEG audio file,6021197
1825,Overkill,MPEG audio file,7971330
1826,Damage Case,MPEG audio file,7212997
1827,Stone Dead Forever,MPEG audio file,9556060
1828,Too Late Too Late,MPEG audio file,6276291
1829,Hit The Lights,MPEG audio file,8357088
1830,The Four Horsemen,MPEG audio file,14178138
1831,Motorbreath,MPEG audio file,6153933
1832,Jump In The Fire,MPEG audio file,9135755
1833,(Anesthesia) Pulling Teeth,MPEG audio file,8234710
1834,Whiplash,MPEG audio file,8102839
