id,artist,album,song,playlist,media_type,genre,Bytes
2084,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso","O Beco",Music,"MPEG audio file",Latin,6293184
2085,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso","Meu Erro",Music,"MPEG audio file",Latin,6893533
2086,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso",Perplexo,Music,"MPEG audio file",Latin,5355013
2087,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso","Me Liga",Music,"MPEG audio file",Latin,7565912
2088,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso","Quase Um Segundo",Music,"MPEG audio file",Latin,8971355
2089,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso",Selvagem,Music,"MPEG audio file",Latin,8141084
2090,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso","Romance Ideal",Music,"MPEG audio file",Latin,8260477
2091,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso","Será Que Vai Chover?",Music,"MPEG audio file",Latin,11133830
2092,"Os Paralamas Do Sucesso","Arquivo Os Paralamas Do Sucesso",SKA,Music,"MPEG audio file",Latin,4943540
2099,"Ozzy Osbourne",Tribute,"I Don't Know",Music,"MPEG audio file",Metal,9207869
2100,"Ozzy Osbourne",Tribute,"Crazy Train",Music,"MPEG audio file",Metal,10517408
2101,"Ozzy Osbourne",Tribute,Believer,Music,"MPEG audio file",Metal,10003794
2102,"Ozzy Osbourne",Tribute,"Mr. Crowley",Music,"MPEG audio file",Metal,11184130
2103,"Ozzy Osbourne",Tribute,"Flying High Again",Music,"MPEG audio file",Metal,8481822
2104,"Ozzy Osbourne",Tribute,"Relvelation (Mother Earth)",Music,"MPEG audio file",Metal,11367866
2105,"Ozzy Osbourne",Tribute,"Steal Away (The Night)",Music,"MPEG audio file",Metal,15945806
2106,"Ozzy Osbourne",Tribute,"Suicide Solution (With Guitar Solo)",Music,"MPEG audio file",Metal,15119938
2107,"Ozzy Osbourne",Tribute,"Iron Man",Music,"MPEG audio file",Metal,5609799
2108,"Ozzy Osbourne",Tribute,"Children Of The Grave",Music,"MPEG audio file",Metal,11626740
2109,"Ozzy Osbourne",Tribute,Paranoid,Music,"MPEG audio file",Metal,5729813
2110,"Ozzy Osbourne",Tribute,"Goodbye To Romance",Music,"MPEG audio file",Metal,10841337
2111,"Ozzy Osbourne",Tribute,"No Bone Movies",Music,"MPEG audio file",Metal,8095199
2112,"Ozzy Osbourne",Tribute,Dee,Music,"MPEG audio file",Metal,8555963
2113,"Page & Plant","Walking Into Clarksdale","Shining In The Light",Music,"MPEG audio file",Rock,7951688
2113,"Page & Plant","Walking Into Clarksdale","Shining In The Light","90’s Music","MPEG audio file",Rock,7951688
2114,"Page & Plant","Walking Into Clarksdale","When The World Was Young",Music,"MPEG audio file",Rock,12198930
2114,"Page & Plant","Walking Into Clarksdale","When The World Was Young","90’s Music","MPEG audio file",Rock,12198930
2115,"Page & Plant","Walking Into Clarksdale","Upon A Golden Horse",Music,"MPEG audio file",Rock,7594829
2115,"Page & Plant","Walking Into Clarksdale","Upon A Golden Horse","90’s Music","MPEG audio file",Rock,7594829
2116,"Page & Plant","Walking Into Clarksdale","Blue Train",Music,"MPEG audio file",Rock,13170391
2116,"Page & Plant","Walking Into Clarksdale","Blue Train","90’s Music","MPEG audio file",Rock,13170391
2117,"Page & Plant","Walking Into Clarksdale","Please Read The Letter",Music,"MPEG audio file",Rock,8603372
2117,"Page & Plant","Walking Into Clarksdale","Please Read The Letter","90’s Music","MPEG audio file",Rock,8603372
2118,"Page & Plant","Walking Into Clarksdale","Most High",Music,"MPEG audio file",Rock,10999203
2118,"Page & Plant","Walking Into Clarksdale","Most High","90’s Music","MPEG audio file",Rock,10999203
2119,"Page & Plant","Walking Into Clarksdale","Heart In Your Hand",Music,"MPEG audio file",Rock,7598019
2119,"Page & Plant","Walking Into Clarksdale","Heart In Your Hand","90’s Music","MPEG audio file",Rock,7598019
2120,"Page & Plant","Walking Into Clarksdale","Walking Into Clarksdale",Music,"MPEG audio file",Rock,10396315
2120,"Page & Plant","Walking Into Clarksdale","Walking Into Clarksdale","90’s Music","MPEG audio file",Rock,10396315
2121,"Page & Plant","Walking Into Clarksdale","Burning Up",Music,"MPEG audio file",Rock,10525136
2121,"Page & Plant","Walking Into Clarksdale","Burning Up","90’s Music","MPEG audio file",Rock,10525136
2122,"Page & Plant","Walking Into Clarksdale","When I Was A Child",Music,"MPEG audio file",Rock,11249456
2122,"Page & Plant","Walking Into Clarksdale","When I Was A Child","90’s Music","MPEG audio file",Rock,11249456
2123,"Page & Plant","Walking Into Clarksdale","House Of Love",Music,"MPEG audio file",Rock,10990880
2123,"Page & Plant","Walking Into Clarksdale","House Of Love","90’s Music","MPEG audio file",Rock,10990880
2124,"Page & Plant","Walking Into Clarksdale","Sons Of Freedom",Music,"MPEG audio file",Rock,8087944
2124,"Page & Plant","Walking Into Clarksdale","Sons Of Freedom","90’s Music","MPEG audio file",Rock,8087944
2125,Passengers,"Original Soundtracks 1","United Colours",Music,"MPEG audio file",Soundtrack,10939131
2125,Passengers,"Original Soundtracks 1","United Colours","90’s Music","MPEG audio file",Soundtrack,10939131
2126,Passengers,"Original Soundtracks 1",Slug,Music,"MPEG audio file",Soundtrack,9295950
2126,Passengers,"Original Soundtracks 1",Slug,"90’s Music","MPEG audio file",Soundtrack,9295950
2127,Passengers,"Original Soundtracks 1","Your Blue Room",Music,"MPEG audio file",Soundtrack,10867860
2127,Passengers,"Original Soundtracks 1","Your Blue Room","90’s Music","MPEG audio file",Soundtrack,10867860
2128,Passengers,"Original Soundtracks 1","Always Forever Now",Music,"MPEG audio file",Soundtrack,12727928
2128,Passengers,"Original Soundtracks 1","Always Forever Now","90’s Music","MPEG audio file",Soundtrack,12727928
2129,Passengers,"Original Soundtracks 1","A Different Kind Of Blue",Music,"MPEG audio file",Soundtrack,3884133
2129,Passengers,"Original Soundtracks 1","A Different Kind Of Blue","90’s Music","MPEG audio file",Soundtrack,3884133
2130,Passengers,"Original Soundtracks 1","Beach Sequence",Music,"MPEG audio file",Soundtrack,6928259
2130,Passengers,"Original Soundtracks 1","Beach Sequence","90’s Music","MPEG audio file",Soundtrack,6928259
2131,Passengers,"Original Soundtracks 1","Miss Sarajevo",Music,"MPEG audio file",Soundtrack,11064884
2131,Passengers,"Original Soundtracks 1","Miss Sarajevo","90’s Music","MPEG audio file",Soundtrack,11064884
2132,Passengers,"Original Soundtracks 1","Ito Okashi",Music,"MPEG audio file",Soundtrack,6572813
2132,Passengers,"Original Soundtracks 1","Ito Okashi","90’s Music","MPEG audio file",Soundtrack,6572813
2133,Passengers,"Original Soundtracks 1","One Minute Warning",Music,"MPEG audio file",Soundtrack,9335453
2133,Passengers,"Original Soundtracks 1","One Minute Warning","90’s Music","MPEG audio file",Soundtrack,9335453
2134,Passengers,"Original Soundtracks 1","Corpse (These Chains Are Way Too Long)",Music,"MPEG audio file",Soundtrack,6920451
2134,Passengers,"Original Soundtracks 1","Corpse (These Chains Are Way Too Long)","90’s Music","MPEG audio file",Soundtrack,6920451
2135,Passengers,"Original Soundtracks 1","Elvis Ate America",Music,"MPEG audio file",Soundtrack,5851053
2135,Passengers,"Original Soundtracks 1","Elvis Ate America","90’s Music","MPEG audio file",Soundtrack,5851053
2136,Passengers,"Original Soundtracks 1","Plot 180",Music,"MPEG audio file",Soundtrack,7253729
2136,Passengers,"Original Soundtracks 1","Plot 180","90’s Music","MPEG audio file",Soundtrack,7253729
2137,Passengers,"Original Soundtracks 1","Theme From The Swan",Music,"MPEG audio file",Soundtrack,6638076
2137,Passengers,"Original Soundtracks 1","Theme From The Swan","90’s Music","MPEG audio file",Soundtrack,6638076
2138,Passengers,"Original Soundtracks 1","Theme From Let's Go Native",Music,"MPEG audio file",Soundtrack,6179777
2138,Passengers,"Original Soundtracks 1","Theme From Let's Go Native","90’s Music","MPEG audio file",Soundtrack,6179777
2139,"Paul D'Ianno","The Beast Live",Wrathchild,Music,"MPEG audio file",Rock,5499390
2140,"Paul D'Ianno","The Beast Live",Killers,Music,"MPEG audio file",Rock,10009697
2141,"Paul D'Ianno","The Beast Live",Prowler,Music,"MPEG audio file",Rock,7782963
2142,"Paul D'Ianno","The Beast Live","Murders In The Rue Morgue",Music,"MPEG audio file",Rock,8360999
2143,"Paul D'Ianno","The Beast Live","Women In Uniform",Music,"MPEG audio file",Rock,6139651
2144,"Paul D'Ianno","The Beast Live","Remember Tomorrow",Music,"MPEG audio file",Rock,10577976
2145,"Paul D'Ianno","The Beast Live",Sanctuary,Music,"MPEG audio file",Rock,6423543
2146,"Paul D'Ianno","The Beast Live","Running Free",Music,"MPEG audio file",Rock,6483496
2147,"Paul D'Ianno","The Beast Live","Phantom Of The Opera",Music,"MPEG audio file",Rock,13585530
2148,"Paul D'Ianno","The Beast Live","Iron Maiden",Music,"MPEG audio file",Rock,7600077
2149,"Pearl Jam","Live On Two Legs [Live]",Corduroy,Music,"MPEG audio file",Rock,9991106
2149,"Pearl Jam","Live On Two Legs [Live]",Corduroy,"90’s Music","MPEG audio file",Rock,9991106
2150,"Pearl Jam","Live On Two Legs [Live]","Given To Fly",Music,"MPEG audio file",Rock,7678347
2150,"Pearl Jam","Live On Two Legs [Live]","Given To Fly","90’s Music","MPEG audio file",Rock,7678347
2151,"Pearl Jam","Live On Two Legs [Live]","Hail, Hail",Music,"MPEG audio file",Rock,7364206
2151,"Pearl Jam","Live On Two Legs [Live]","Hail, Hail","90’s Music","MPEG audio file",Rock,7364206
2152,"Pearl Jam","Live On Two Legs [Live]",Daughter,Music,"MPEG audio file",Rock,13420697
2152,"Pearl Jam","Live On Two Legs [Live]",Daughter,"90’s Music","MPEG audio file",Rock,13420697
2153,"Pearl Jam","Live On Two Legs [Live]","Elderly Woman Behind The Counter In A Small Town",Music,"MPEG audio file",Rock,7509304
2153,"Pearl Jam","Live On Two Legs [Live]","Elderly Woman Behind The Counter In A Small Town","90’s Music","MPEG audio file",Rock,7509304
2154,"Pearl Jam","Live On Two Legs [Live]",Untitled,Music,"MPEG audio file",Rock,3957141
2154,"Pearl Jam","Live On Two Legs [Live]",Untitled,"90’s Music","MPEG audio file",Rock,3957141
2155,"Pearl Jam","Live On Two Legs [Live]",MFC,Music,"MPEG audio file",Rock,4817665
2155,"Pearl Jam","Live On Two Legs [Live]",MFC,"90’s Music","MPEG audio file",Rock,4817665
2156,"Pearl Jam","Live On Two Legs [Live]",Go,Music,"MPEG audio file",Rock,5290810
2156,"Pearl Jam","Live On Two Legs [Live]",Go,"90’s Music","MPEG audio file",Rock,5290810
2157,"Pearl Jam","Live On Two Legs [Live]","Red Mosquito",Music,"MPEG audio file",Rock,7944923
2157,"Pearl Jam","Live On Two Legs [Live]","Red Mosquito","90’s Music","MPEG audio file",Rock,7944923
2158,"Pearl Jam","Live On Two Legs [Live]","Even Flow",Music,"MPEG audio file",Rock,10394239
2158,"Pearl Jam","Live On Two Legs [Live]","Even Flow","90’s Music","MPEG audio file",Rock,10394239
2159,"Pearl Jam","Live On Two Legs [Live]","Off He Goes",Music,"MPEG audio file",Rock,11245109
2159,"Pearl Jam","Live On Two Legs [Live]","Off He Goes","90’s Music","MPEG audio file",Rock,11245109
2160,"Pearl Jam","Live On Two Legs [Live]",Nothingman,Music,"MPEG audio file",Rock,9107017
2160,"Pearl Jam","Live On Two Legs [Live]",Nothingman,"90’s Music","MPEG audio file",Rock,9107017
2161,"Pearl Jam","Live On Two Legs [Live]","Do The Evolution",Music,"MPEG audio file",Rock,7377286
2161,"Pearl Jam","Live On Two Legs [Live]","Do The Evolution","90’s Music","MPEG audio file",Rock,7377286
2162,"Pearl Jam","Live On Two Legs [Live]","Better Man",Music,"MPEG audio file",Rock,8019563
2162,"Pearl Jam","Live On Two Legs [Live]","Better Man","90’s Music","MPEG audio file",Rock,8019563
2163,"Pearl Jam","Live On Two Legs [Live]",Black,Music,"MPEG audio file",Rock,13580009
2163,"Pearl Jam","Live On Two Legs [Live]",Black,"90’s Music","MPEG audio file",Rock,13580009
2164,"Pearl Jam","Live On Two Legs [Live]","F*Ckin' Up",Music,"MPEG audio file",Rock,12360893
2164,"Pearl Jam","Live On Two Legs [Live]","F*Ckin' Up","90’s Music","MPEG audio file",Rock,12360893
2165,"Pearl Jam","Pearl Jam","Life Wasted",Music,"MPEG audio file","Alternative & Punk",7610169
2166,"Pearl Jam","Pearl Jam","World Wide Suicide",Music,"MPEG audio file","Alternative & Punk",6885908
2167,"Pearl Jam","Pearl Jam",Comatose,Music,"MPEG audio file","Alternative & Punk",4574516
2168,"Pearl Jam","Pearl Jam","Severed Hand",Music,"MPEG audio file","Alternative & Punk",8817438
2169,"Pearl Jam","Pearl Jam","Marker In The Sand",Music,"MPEG audio file","Alternative & Punk",8656578
2170,"Pearl Jam","Pearl Jam",Parachutes,Music,"MPEG audio file","Alternative & Punk",7074973
2171,"Pearl Jam","Pearl Jam",Unemployable,Music,"MPEG audio file","Alternative & Punk",6066542
2172,"Pearl Jam","Pearl Jam","Big Wave",Music,"MPEG audio file","Alternative & Punk",5858788
2173,"Pearl Jam","Pearl Jam",Gone,Music,"MPEG audio file","Alternative & Punk",8158204
2174,"Pearl Jam","Pearl Jam","Wasted Reprise",Music,"MPEG audio file","Alternative & Punk",1731020
2175,"Pearl Jam","Pearl Jam","Army Reserve",Music,"MPEG audio file","Alternative & Punk",7393771
2176,"Pearl Jam","Pearl Jam","Come Back",Music,"MPEG audio file","Alternative & Punk",10768701
2177,"Pearl Jam","Pearl Jam","Inside Job",Music,"MPEG audio file","Alternative & Punk",14006924
2178,"Pearl Jam","Riot Act","Can't Keep",Music,"MPEG audio file",Rock,7215713
2179,"Pearl Jam","Riot Act","Save You",Music,"MPEG audio file",Rock,7609110
2180,"Pearl Jam","Riot Act","Love Boat Captain",Music,"MPEG audio file",Rock,9016789
2181,"Pearl Jam","Riot Act",Cropduster,Music,"MPEG audio file",Rock,7588928
2182,"Pearl Jam","Riot Act",Ghost,Music,"MPEG audio file",Rock,6383772
2183,"Pearl Jam","Riot Act","I Am Mine",Music,"MPEG audio file",Rock,7086901
2184,"Pearl Jam","Riot Act","Thumbing My Way",Music,"MPEG audio file",Rock,8201437
2185,"Pearl Jam","Riot Act","You Are",Music,"MPEG audio file",Rock,8938409
2186,"Pearl Jam","Riot Act","Get Right",Music,"MPEG audio file",Rock,5223345
2187,"Pearl Jam","Riot Act","Green Disease",Music,"MPEG audio file",Rock,5375818
2188,"Pearl Jam","Riot Act","Help Help",Music,"MPEG audio file",Rock,7033002
2189,"Pearl Jam","Riot Act",Bushleager,Music,"MPEG audio file",Rock,7849757
2190,"Pearl Jam","Riot Act","1/2 Full",Music,"MPEG audio file",Rock,8197219
2191,"Pearl Jam","Riot Act",Arc,Music,"MPEG audio file",Rock,2099421
2192,"Pearl Jam","Riot Act","All or None",Music,"MPEG audio file",Rock,9104728
2193,"Pearl Jam",Ten,Once,Music,"MPEG audio file",Rock,7561555
2193,"Pearl Jam",Ten,Once,"90’s Music","MPEG audio file",Rock,7561555
2194,"Pearl Jam",Ten,Evenflow,Music,"MPEG audio file",Rock,9622017
2194,"Pearl Jam",Ten,Evenflow,"90’s Music","MPEG audio file",Rock,9622017
2194,"Pearl Jam",Ten,Evenflow,Grunge,"MPEG audio file",Rock,9622017
2195,"Pearl Jam",Ten,Alive,Music,"MPEG audio file",Rock,11176623
2195,"Pearl Jam",Ten,Alive,"90’s Music","MPEG audio file",Rock,11176623
2195,"Pearl Jam",Ten,Alive,Grunge,"MPEG audio file",Rock,11176623
2196,"Pearl Jam",Ten,"Why Go",Music,"MPEG audio file",Rock,6539287
2196,"Pearl Jam",Ten,"Why Go","90’s Music","MPEG audio file",Rock,6539287
2197,"Pearl Jam",Ten,Black,Music,"MPEG audio file",Rock,11213314
2197,"Pearl Jam",Ten,Black,"90’s Music","MPEG audio file",Rock,11213314
2198,"Pearl Jam",Ten,Jeremy,Music,"MPEG audio file",Rock,10447222
2198,"Pearl Jam",Ten,Jeremy,"90’s Music","MPEG audio file",Rock,10447222
2198,"Pearl Jam",Ten,Jeremy,Grunge,"MPEG audio file",Rock,10447222
2199,"Pearl Jam",Ten,Oceans,Music,"MPEG audio file",Rock,5282368
2199,"Pearl Jam",Ten,Oceans,"90’s Music","MPEG audio file",Rock,5282368
2200,"Pearl Jam",Ten,Porch,Music,"MPEG audio file",Rock,6877475
2200,"Pearl Jam",Ten,Porch,"90’s Music","MPEG audio file",Rock,6877475
2201,"Pearl Jam",Ten,Garden,Music,"MPEG audio file",Rock,9740738
2201,"Pearl Jam",Ten,Garden,"90’s Music","MPEG audio file",Rock,9740738
2202,"Pearl Jam",Ten,Deep,Music,"MPEG audio file",Rock,8432497
2202,"Pearl Jam",Ten,Deep,"90’s Music","MPEG audio file",Rock,8432497
2203,"Pearl Jam",Ten,Release,Music,"MPEG audio file",Rock,17802673
2203,"Pearl Jam",Ten,Release,"90’s Music","MPEG audio file",Rock,17802673
2204,"Pearl Jam",Vs.,Go,Music,"MPEG audio file",Rock,6351920
2204,"Pearl Jam",Vs.,Go,"90’s Music","MPEG audio file",Rock,6351920
2205,"Pearl Jam",Vs.,Animal,Music,"MPEG audio file",Rock,5503459
2205,"Pearl Jam",Vs.,Animal,"90’s Music","MPEG audio file",Rock,5503459
2206,"Pearl Jam",Vs.,Daughter,Music,"MPEG audio file",Rock,7824586
2206,"Pearl Jam",Vs.,Daughter,"90’s Music","MPEG audio file",Rock,7824586
2206,"Pearl Jam",Vs.,Daughter,Grunge,"MPEG audio file",Rock,7824586
2207,"Pearl Jam",Vs.,"Glorified G",Music,"MPEG audio file",Rock,6772116
2207,"Pearl Jam",Vs.,"Glorified G","90’s Music","MPEG audio file",Rock,6772116
2208,"Pearl Jam",Vs.,Dissident,Music,"MPEG audio file",Rock,7034500
2208,"Pearl Jam",Vs.,Dissident,"90’s Music","MPEG audio file",Rock,7034500
2209,"Pearl Jam",Vs.,W.M.A.,Music,"MPEG audio file",Rock,12037261
2209,"Pearl Jam",Vs.,W.M.A.,"90’s Music","MPEG audio file",Rock,12037261
2210,"Pearl Jam",Vs.,Blood,Music,"MPEG audio file",Rock,5551478
2210,"Pearl Jam",Vs.,Blood,"90’s Music","MPEG audio file",Rock,5551478
2211,"Pearl Jam",Vs.,Rearviewmirror,Music,"MPEG audio file",Rock,9321053
2211,"Pearl Jam",Vs.,Rearviewmirror,"90’s Music","MPEG audio file",Rock,9321053
2212,"Pearl Jam",Vs.,Rats,Music,"MPEG audio file",Rock,8341934
2212,"Pearl Jam",Vs.,Rats,"90’s Music","MPEG audio file",Rock,8341934
2213,"Pearl Jam",Vs.,"Elderly Woman Behind The Counter In A Small Town",Music,"MPEG audio file",Rock,6499398
2213,"Pearl Jam",Vs.,"Elderly Woman Behind The Counter In A Small Town","90’s Music","MPEG audio file",Rock,6499398
2214,"Pearl Jam",Vs.,Leash,Music,"MPEG audio file",Rock,6191560
2214,"Pearl Jam",Vs.,Leash,"90’s Music","MPEG audio file",Rock,6191560
2215,"Pearl Jam",Vs.,Indifference,Music,"MPEG audio file",Rock,9756133
2215,"Pearl Jam",Vs.,Indifference,"90’s Music","MPEG audio file",Rock,9756133
2216,"Lenny Kravitz","Greatest Hits","Johnny B. Goode",Music,"MPEG audio file",Reggae,8092024
2217,"Lenny Kravitz","Greatest Hits","Don't Look Back",Music,"MPEG audio file",Reggae,7344023
2218,"Lenny Kravitz","Greatest Hits","Jah Seh No",Music,"MPEG audio file",Reggae,9134476
2219,"Lenny Kravitz","Greatest Hits","I'm The Toughest",Music,"MPEG audio file",Reggae,7657594
2220,"Lenny Kravitz","Greatest Hits","Nothing But Love",Music,"MPEG audio file",Reggae,7335228
2221,"Lenny Kravitz","Greatest Hits","Buk-In-Hamm Palace",Music,"MPEG audio file",Reggae,8964369
2222,"Lenny Kravitz","Greatest Hits","Bush Doctor",Music,"MPEG audio file",Reggae,7942299
2223,"Lenny Kravitz","Greatest Hits","Wanted Dread And Alive",Music,"MPEG audio file",Reggae,8670933
2224,"Lenny Kravitz","Greatest Hits","Mystic Man",Music,"MPEG audio file",Reggae,11812170
2225,"Lenny Kravitz","Greatest Hits","Coming In Hot",Music,"MPEG audio file",Reggae,7109414
2226,"Lenny Kravitz","Greatest Hits","Pick Myself Up",Music,"MPEG audio file",Reggae,7788255
2227,"Lenny Kravitz","Greatest Hits","Crystal Ball",Music,"MPEG audio file",Reggae,10319296
2228,"Lenny Kravitz","Greatest Hits","Equal Rights Downpresser Man",Music,"MPEG audio file",Reggae,12086524
2229,"Pink Floyd","Dark Side Of The Moon","Speak To Me/Breathe",Music,"MPEG audio file",Rock,7631305
2230,"Pink Floyd","Dark Side Of The Moon","On The Run",Music,"MPEG audio file",Rock,7206300
2231,"Pink Floyd","Dark Side Of The Moon",Time,Music,"MPEG audio file",Rock,13955426
2232,"Pink Floyd","Dark Side Of The Moon","The Great Gig In The Sky",Music,"MPEG audio file",Rock,9147563
2233,"Pink Floyd","Dark Side Of The Moon",Money,Music,"MPEG audio file",Rock,12930070
2234,"Pink Floyd","Dark Side Of The Moon","Us And Them",Music,"MPEG audio file",Rock,15000299
2235,"Pink Floyd","Dark Side Of The Moon","Any Colour You Like",Music,"MPEG audio file",Rock,6707989
2236,"Pink Floyd","Dark Side Of The Moon","Brain Damage",Music,"MPEG audio file",Rock,7497655
2237,"Pink Floyd","Dark Side Of The Moon",Eclipse,Music,"MPEG audio file",Rock,4065299
2238,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára",ZeroVinteUm,Music,"MPEG audio file","Hip Hop/Rap",10426550
2238,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára",ZeroVinteUm,"90’s Music","MPEG audio file","Hip Hop/Rap",10426550
2239,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Queimando Tudo",Music,"MPEG audio file","Hip Hop/Rap",5723677
2239,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Queimando Tudo","90’s Music","MPEG audio file","Hip Hop/Rap",5723677
2240,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Hip Hop Rio",Music,"MPEG audio file","Hip Hop/Rap",4991935
2240,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Hip Hop Rio","90’s Music","MPEG audio file","Hip Hop/Rap",4991935
2241,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára",Bossa,Music,"MPEG audio file","Hip Hop/Rap",967098
2241,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára",Bossa,"90’s Music","MPEG audio file","Hip Hop/Rap",967098
2242,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","100% HardCore",Music,"MPEG audio file","Hip Hop/Rap",5407744
2242,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","100% HardCore","90’s Music","MPEG audio file","Hip Hop/Rap",5407744
2243,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára",Biruta,Music,"MPEG audio file","Hip Hop/Rap",7108200
2243,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára",Biruta,"90’s Music","MPEG audio file","Hip Hop/Rap",7108200
2244,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Mão Na Cabeça",Music,"MPEG audio file","Hip Hop/Rap",6642753
2244,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Mão Na Cabeça","90’s Music","MPEG audio file","Hip Hop/Rap",6642753
2245,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","O Bicho Tá Pregando",Music,"MPEG audio file","Hip Hop/Rap",5683369
2245,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","O Bicho Tá Pregando","90’s Music","MPEG audio file","Hip Hop/Rap",5683369
2246,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Adoled (Ocean)",Music,"MPEG audio file","Hip Hop/Rap",6009946
2246,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Adoled (Ocean)","90’s Music","MPEG audio file","Hip Hop/Rap",6009946
2247,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Seus Amigos",Music,"MPEG audio file","Hip Hop/Rap",3304738
2247,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Seus Amigos","90’s Music","MPEG audio file","Hip Hop/Rap",3304738
2248,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Paga Pau",Music,"MPEG audio file","Hip Hop/Rap",6529041
2248,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Paga Pau","90’s Music","MPEG audio file","Hip Hop/Rap",6529041
2249,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Rappers Reais",Music,"MPEG audio file","Hip Hop/Rap",6684160
2249,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Rappers Reais","90’s Music","MPEG audio file","Hip Hop/Rap",6684160
2250,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Nega Do Cabelo Duro",Music,"MPEG audio file","Hip Hop/Rap",4116536
2250,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Nega Do Cabelo Duro","90’s Music","MPEG audio file","Hip Hop/Rap",4116536
2251,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Hemp Family",Music,"MPEG audio file","Hip Hop/Rap",6806900
2251,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Hemp Family","90’s Music","MPEG audio file","Hip Hop/Rap",6806900
2252,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Quem Me Cobrou?",Music,"MPEG audio file","Hip Hop/Rap",3947664
2252,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Quem Me Cobrou?","90’s Music","MPEG audio file","Hip Hop/Rap",3947664
2253,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Se Liga",Music,"MPEG audio file","Hip Hop/Rap",13559173
2253,"Planet Hemp","Os Cães Ladram Mas A Caravana Não Pára","Se Liga","90’s Music","MPEG audio file","Hip Hop/Rap",13559173
2254,Queen,"Greatest Hits I","Bohemian Rhapsody",Music,"MPEG audio file",Rock,11619868
2255,Queen,"Greatest Hits I","Another One Bites The Dust",Music,"MPEG audio file",Rock,7172355
2256,Queen,"Greatest Hits I","Killer Queen",Music,"MPEG audio file",Rock,5967749
2257,Queen,"Greatest Hits I","Fat Bottomed Girls",Music,"MPEG audio file",Rock,6630041
2258,Queen,"Greatest Hits I","Bicycle Race",Music,"MPEG audio file",Rock,6012409
2259,Queen,"Greatest Hits I","You're My Best Friend",Music,"MPEG audio file",Rock,5602173
2260,Queen,"Greatest Hits I","Don't Stop Me Now",Music,"MPEG audio file",Rock,6896666
2261,Queen,"Greatest Hits I","Save Me",Music,"MPEG audio file",Rock,7444624
2262,Queen,"Greatest Hits I","Crazy Little Thing Called Love",Music,"MPEG audio file",Rock,5435501
2263,Queen,"Greatest Hits I","Somebody To Love",Music,"MPEG audio file",Rock,9650520
2264,Queen,"Greatest Hits I","Now I'm Here",Music,"MPEG audio file",Rock,8328312
2265,Queen,"Greatest Hits I","Good Old-Fashioned Lover Boy",Music,"MPEG audio file",Rock,5747506
2266,Queen,"Greatest Hits I","Play The Game",Music,"MPEG audio file",Rock,6915832
2267,Queen,"Greatest Hits I",Flash,Music,"MPEG audio file",Rock,5464986
2268,Queen,"Greatest Hits I","Seven Seas Of Rhye",Music,"MPEG audio file",Rock,5539957
2269,Queen,"Greatest Hits I","We Will Rock You",Music,"MPEG audio file",Rock,4026955
2270,Queen,"Greatest Hits I","We Are The Champions",Music,"MPEG audio file",Rock,5880231
