State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
MO,29,215,"Texas County, Missouri",5214,2506,2708
MO,29,217,"Vernon County, Missouri",3764,1645,2119
MO,29,219,"Warren County, Missouri",4507,2131,2376
MO,29,221,"Washington County, Missouri",5030,2223,2807
MO,29,223,"Wayne County, Missouri",2960,1342,1618
MO,29,225,"Webster County, Missouri",6733,3198,3535
MO,29,227,"Worth County, Missouri",294,127,167
MO,29,229,"Wright County, Missouri",4594,2173,2421
MO,29,510,"St. Louis city, Missouri",83416,37160,46256
MS,28,001,"Adams County, Mississippi",8898,3858,5040
MS,28,003,"Alcorn County, Mississippi",7752,3445,4307
MS,28,005,"Amite County, Mississippi",2852,1314,1538
MS,28,007,"Attala County, Mississippi",4908,1796,3112
MS,28,009,"Benton County, Mississippi",1764,886,878
MS,28,011,"Bolivar County, Mississippi",11900,5142,6758
MS,28,013,"Calhoun County, Mississippi",3763,1682,2081
MS,28,015,"Carroll County, Mississippi",2086,839,1247
MS,28,017,"Chickasaw County, Mississippi",4493,1854,2639
MS,28,019,"Choctaw County, Mississippi",2147,862,1285
MS,28,021,"Claiborne County, Mississippi",3685,1830,1855
MS,28,023,"Clarke County, Mississippi",3460,1429,2031
MS,28,025,"Clay County, Mississippi",5302,2240,3062
MS,28,027,"Coahoma County, Mississippi",8420,3418,5002
MS,28,029,"Copiah County, Mississippi",7629,3440,4189
MS,28,031,"Covington County, Mississippi",5162,2139,3023
MS,28,033,"DeSoto County, Mississippi",16338,6777,9561
MS,28,035,"Forrest County, Mississippi",20179,9239,10940
MS,28,037,"Franklin County, Mississippi",1464,703,761
MS,28,039,"George County, Mississippi",4154,1784,2370
MS,28,041,"Greene County, Mississippi",1566,553,1013
MS,28,043,"Grenada County, Mississippi",4733,2254,2479
MS,28,045,"Hancock County, Mississippi",9807,4704,5103
MS,28,047,"Harrison County, Mississippi",39569,17498,22071
MS,28,049,"Hinds County, Mississippi",61498,26487,35011
MS,28,051,"Holmes County, Mississippi",7860,3472,4388
MS,28,053,"Humphreys County, Mississippi",3508,1539,1969
MS,28,055,"Issaquena County, Mississippi",411,234,177
MS,28,057,"Itawamba County, Mississippi",4207,2133,2074
MS,28,059,"Jackson County, Mississippi",21400,9488,11912
MS,28,061,"Jasper County, Mississippi",3944,1645,2299
MS,28,063,"Jefferson County, Mississippi",3490,1504,1986
MS,28,065,"Jefferson Davis County, Mississippi",4028,1624,2404
MS,28,067,"Jones County, Mississippi",15197,6073,9124
MS,28,069,"Kemper County, Mississippi",2841,1127,1714
MS,28,071,"Lafayette County, Mississippi",11903,5486,6417
MS,28,073,"Lamar County, Mississippi",9748,4503,5245
MS,28,075,"Lauderdale County, Mississippi",17325,6745,10580
MS,28,077,"Lawrence County, Mississippi",2769,1275,1494
MS,28,079,"Leake County, Mississippi",6034,2548,3486
MS,28,081,"Lee County, Mississippi",15327,6413,8914
MS,28,083,"Leflore County, Mississippi",12558,5473,7085
MS,28,085,"Lincoln County, Mississippi",9091,3751,5340
MS,28,087,"Lowndes County, Mississippi",13675,5540,8135
MS,28,089,"Madison County, Mississippi",13287,5430,7857
MS,28,091,"Marion County, Mississippi",7156,3313,3843
MS,28,093,"Marshall County, Mississippi",6513,2947,3566
MS,28,095,"Monroe County, Mississippi",7123,2940,4183
MS,28,097,"Montgomery County, Mississippi",3058,1215,1843
MS,28,099,"Neshoba County, Mississippi",6957,3071,3886
MS,28,101,"Newton County, Mississippi",4737,1955,2782
MS,28,103,"Noxubee County, Mississippi",3953,1771,2182
MS,28,105,"Oktibbeha County, Mississippi",14780,7021,7759
MS,28,107,"Panola County, Mississippi",7793,3400,4393
MS,28,109,"Pearl River County, Mississippi",11590,4999,6591
MS,28,111,"Perry County, Mississippi",2287,865,1422
MS,28,113,"Pike County, Mississippi",11334,4633,6701
MS,28,115,"Pontotoc County, Mississippi",4903,2537,2366
MS,28,117,"Prentiss County, Mississippi",5112,2431,2681
MS,28,119,"Quitman County, Mississippi",2982,1280,1702
MS,28,121,"Rankin County, Mississippi",14067,5528,8539
MS,28,123,"Scott County, Mississippi",7743,3362,4381
MS,28,125,"Sharkey County, Mississippi",1380,607,773
MS,28,127,"Simpson County, Mississippi",6985,3372,3613
MS,28,129,"Smith County, Mississippi",3813,1606,2207
MS,28,131,"Stone County, Mississippi",3103,1626,1477
MS,28,133,"Sunflower County, Mississippi",8458,3444,5014
MS,28,135,"Tallahatchie County, Mississippi",2609,881,1728
MS,28,137,"Tate County, Mississippi",4656,2196,2460
MS,28,139,"Tippah County, Mississippi",5311,2352,2959
MS,28,141,"Tishomingo County, Mississippi",3146,1342,1804
MS,28,143,"Tunica County, Mississippi",2824,999,1825
MS,28,145,"Union County, Mississippi",6170,2262,3908
MS,28,147,"Walthall County, Mississippi",4199,1956,2243
MS,28,149,"Warren County, Mississippi",10768,4265,6503
MS,28,151,"Washington County, Mississippi",17586,7493,10093
MS,28,153,"Wayne County, Mississippi",5509,2334,3175
MS,28,155,"Webster County, Mississippi",2243,977,1266
MS,28,157,"Wilkinson County, Mississippi",2687,1182,1505
MS,28,159,"Winston County, Mississippi",5389,2222,3167
MS,28,161,"Yalobusha County, Mississippi",2472,1069,1403
MS,28,163,"Yazoo County, Mississippi",8017,3652,4365
MT,30,001,"Beaverhead County, Montana",1446,604,842
MT,30,003,"Big Horn County, Montana",3788,1737,2051
MT,30,005,"Blaine County, Montana",1795,839,956
MT,30,007,"Broadwater County, Montana",556,257,299
MT,30,009,"Carbon County, Montana",1137,505,632
MT,30,011,"Carter County, Montana",141,42,99
MT,30,013,"Cascade County, Montana",12212,5336,6876
MT,30,015,"Chouteau County, Montana",1341,610,731
MT,30,017,"Custer County, Montana",1298,566,732
MT,30,019,"Daniels County, Montana",100,30,70
MT,30,021,"Dawson County, Montana",1210,741,469
MT,30,023,"Deer Lodge County, Montana",1499,739,760
MT,30,025,"Fallon County, Montana",198,60,138
MT,30,027,"Fergus County, Montana",1287,592,695
MT,30,029,"Flathead County, Montana",12307,5818,6489
MT,30,031,"Gallatin County, Montana",12125,6297,5828
MT,30,033,"Garfield County, Montana",96,54,42
MT,30,035,"Glacier County, Montana",4447,1962,2485
MT,30,037,"Golden Valley County, Montana",201,91,110
MT,30,039,"Granite County, Montana",466,218,248
MT,30,041,"Hill County, Montana",3400,1581,1819
MT,30,043,"Jefferson County, Montana",1068,531,537
MT,30,045,"Judith Basin County, Montana",281,141,140
MT,30,047,"Lake County, Montana",6509,3171,3338
MT,30,049,"Lewis and Clark County, Montana",7803,3651,4152
MT,30,051,"Liberty County, Montana",416,174,242
MT,30,053,"Lincoln County, Montana",3554,1627,1927
MT,30,055,"McCone County, Montana",151,78,73
MT,30,057,"Madison County, Montana",820,408,412
MT,30,059,"Meagher County, Montana",265,77,188
MT,30,061,"Mineral County, Montana",721,331,390
MT,30,063,"Missoula County, Montana",17414,8279,9135
MT,30,065,"Musselshell County, Montana",774,324,450
MT,30,067,"Park County, Montana",1918,828,1090
MT,30,069,"Petroleum County, Montana",30,12,18
MT,30,071,"Phillips County, Montana",651,274,377
MT,30,073,"Pondera County, Montana",1283,676,607
MT,30,075,"Powder River County, Montana",155,71,84
MT,30,077,"Powell County, Montana",735,319,416
MT,30,079,"Prairie County, Montana",239,113,126
MT,30,081,"Ravalli County, Montana",7308,3338,3970
MT,30,083,"Richland County, Montana",1264,547,717
MT,30,085,"Roosevelt County, Montana",3007,1383,1624
MT,30,087,"Rosebud County, Montana",1893,826,1067
MT,30,089,"Sanders County, Montana",2497,1104,1393
MT,30,091,"Sheridan County, Montana",373,165,208
MT,30,093,"Silver Bow County, Montana",6771,3228,3543
MT,30,095,"Stillwater County, Montana",721,312,409
MT,30,097,"Sweet Grass County, Montana",458,203,255
MT,30,099,"Teton County, Montana",723,348,375
MT,30,101,"Toole County, Montana",866,341,525
MT,30,103,"Treasure County, Montana",178,104,74
MT,30,105,"Valley County, Montana",885,432,453
MT,30,107,"Wheatland County, Montana",410,194,216
MT,30,109,"Wibaux County, Montana",145,54,91
MT,30,111,"Yellowstone County, Montana",17250,7477,9773
NC,37,001,"Alamance County, North Carolina",29042,13130,15912
NC,37,003,"Alexander County, North Carolina",6191,3003,3188
NC,37,005,"Alleghany County, North Carolina",1986,852,1134
NC,37,007,"Anson County, North Carolina",5865,2550,3315
NC,37,009,"Ashe County, North Carolina",5510,2737,2773
NC,37,011,"Avery County, North Carolina",2350,1240,1110
NC,37,013,"Beaufort County, North Carolina",8660,3746,4914
NC,37,015,"Bertie County, North Carolina",4304,2038,2266
NC,37,017,"Bladen County, North Carolina",9342,4175,5167
NC,37,019,"Brunswick County, North Carolina",18725,8143,10582
NC,37,021,"Buncombe County, North Carolina",38256,17640,20616
NC,37,023,"Burke County, North Carolina",17277,7762,9515
NC,37,025,"Cabarrus County, North Carolina",23384,10512,12872
NC,37,027,"Caldwell County, North Carolina",15765,6956,8809
NC,37,029,"Camden County, North Carolina",803,370,433
NC,37,031,"Carteret County, North Carolina",10056,4547,5509
NC,37,033,"Caswell County, North Carolina",4634,2029,2605
NC,37,035,"Catawba County, North Carolina",23629,10699,12930
NC,37,037,"Chatham County, North Carolina",9041,4550,4491
NC,37,039,"Cherokee County, North Carolina",5319,2403,2916
NC,37,041,"Chowan County, North Carolina",3832,1747,2085
NC,37,043,"Clay County, North Carolina",2235,1007,1228
NC,37,045,"Cleveland County, North Carolina",19156,8012,11144
NC,37,047,"Columbus County, North Carolina",12768,5572,7196
NC,37,049,"Craven County, North Carolina",15664,6578,9086
NC,37,051,"Cumberland County, North Carolina",54949,22453,32496
NC,37,053,"Currituck County, North Carolina",2497,1018,1479
NC,37,055,"Dare County, North Carolina",2885,1204,1681
NC,37,057,"Davidson County, North Carolina",25655,11254,14401
NC,37,059,"Davie County, North Carolina",5210,2384,2826
NC,37,061,"Duplin County, North Carolina",15606,7197,8409
NC,37,063,"Durham County, North Carolina",49835,23570,26265
NC,37,065,"Edgecombe County, North Carolina",14210,6021,8189
NC,37,067,"Forsyth County, North Carolina",69100,30558,38542
NC,37,069,"Franklin County, North Carolina",9603,4247,5356
NC,37,071,"Gaston County, North Carolina",36027,15570,20457
NC,37,073,"Gates County, North Carolina",1651,683,968
NC,37,075,"Graham County, North Carolina",1884,867,1017
NC,37,077,"Granville County, North Carolina",8943,4172,4771
NC,37,079,"Greene County, North Carolina",4962,2049,2913
NC,37,081,"Guilford County, North Carolina",86808,37328,49480
NC,37,083,"Halifax County, North Carolina",13660,6086,7574
NC,37,085,"Harnett County, North Carolina",22094,9986,12108
NC,37,087,"Haywood County, North Carolina",10056,4642,5414
NC,37,089,"Henderson County, North Carolina",14984,7217,7767
NC,37,091,"Hertford County, North Carolina",5475,2134,3341
NC,37,093,"Hoke County, North Carolina",11047,4612,6435
NC,37,095,"Hyde County, North Carolina",890,278,612
NC,37,097,"Iredell County, North Carolina",22803,9533,13270
NC,37,099,"Jackson County, North Carolina",8139,3911,4228
NC,37,101,"Johnston County, North Carolina",27086,12599,14487
NC,37,103,"Jones County, North Carolina",2173,889,1284
NC,37,105,"Lee County, North Carolina",10533,4363,6170
NC,37,107,"Lenoir County, North Carolina",13401,5724,7677
NC,37,109,"Lincoln County, North Carolina",12243,5509,6734
NC,37,111,"McDowell County, North Carolina",8897,4138,4759
NC,37,113,"Macon County, North Carolina",6401,2951,3450
NC,37,115,"Madison County, North Carolina",3616,1490,2126
NC,37,117,"Martin County, North Carolina",5007,2191,2816
NC,37,119,"Mecklenburg County, North Carolina",148326,65072,83254
NC,37,121,"Mitchell County, North Carolina",2910,1265,1645
NC,37,123,"Montgomery County, North Carolina",6716,2942,3774
NC,37,125,"Moore County, North Carolina",13808,5800,8008
NC,37,127,"Nash County, North Carolina",17141,7079,10062
NC,37,129,"New Hanover County, North Carolina",36717,15886,20831
NC,37,131,"Northampton County, North Carolina",5658,2269,3389
NC,37,133,"Onslow County, North Carolina",24916,10709,14207
NC,37,135,"Orange County, North Carolina",20236,8668,11568
NC,37,137,"Pamlico County, North Carolina",1674,715,959
NC,37,139,"Pasquotank County, North Carolina",7256,2976,4280
NC,37,141,"Pender County, North Carolina",9925,4191,5734
NC,37,143,"Perquimans County, North Carolina",2626,1160,1466
NC,37,145,"Person County, North Carolina",7708,3574,4134
NC,37,147,"Pitt County, North Carolina",42743,18057,24686
NC,37,149,"Polk County, North Carolina",2790,1322,1468
NC,37,151,"Randolph County, North Carolina",24770,11758,13012
NC,37,153,"Richmond County, North Carolina",11465,5045,6420
NC,37,155,"Robeson County, North Carolina",41538,18723,22815
NC,37,157,"Rockingham County, North Carolina",16968,7168,9800
NC,37,159,"Rowan County, North Carolina",24194,10656,13538
NC,37,161,"Rutherford County, North Carolina",13077,5970,7107
NC,37,163,"Sampson County, North Carolina",16050,7577,8473
NC,37,165,"Scotland County, North Carolina",10504,4613,5891
NC,37,167,"Stanly County, North Carolina",10356,4702,5654
NC,37,169,"Stokes County, North Carolina",7826,3615,4211
NC,37,171,"Surry County, North Carolina",14195,6484,7711
NC,37,173,"Swain County, North Carolina",3409,1553,1856
NC,37,175,"Transylvania County, North Carolina",4017,1819,2198
NC,37,177,"Tyrrell County, North Carolina",779,326,453
NC,37,179,"Union County, North Carolina",21416,10081,11335
NC,37,181,"Vance County, North Carolina",11064,4926,6138
NC,37,183,"Wake County, North Carolina",107687,49166,58521
NC,37,185,"Warren County, North Carolina",4692,2290,2402
NC,37,187,"Washington County, North Carolina",2737,841,1896
NC,37,189,"Watauga County, North Carolina",14726,7773,6953
NC,37,191,"Wayne County, North Carolina",27037,11517,15520
NC,37,193,"Wilkes County, North Carolina",15791,7521,8270
NC,37,195,"Wilson County, North Carolina",18475,8116,10359
NC,37,197,"Yadkin County, North Carolina",7643,3528,4115
NC,37,199,"Yancey County, North Carolina",3775,1653,2122
ND,38,001,"Adams County, North Dakota",220,90,130
ND,38,003,"Barnes County, North Dakota",841,396,445
ND,38,005,"Benson County, North Dakota",2260,1070,1190
ND,38,007,"Billings County, North Dakota",100,49,51
ND,38,009,"Bottineau County, North Dakota",540,188,352
ND,38,011,"Bowman County, North Dakota",234,80,154
ND,38,013,"Burke County, North Dakota",301,124,177
ND,38,015,"Burleigh County, North Dakota",6946,3052,3894
ND,38,017,"Cass County, North Dakota",19082,8990,10092
ND,38,019,"Cavalier County, North Dakota",180,43,137
ND,38,021,"Dickey County, North Dakota",400,151,249
ND,38,023,"Divide County, North Dakota",178,72,106
ND,38,025,"Dunn County, North Dakota",517,246,271
ND,38,027,"Eddy County, North Dakota",311,166,145
ND,38,029,"Emmons County, North Dakota",386,166,220
ND,38,031,"Foster County, North Dakota",316,107,209
ND,38,033,"Golden Valley County, North Dakota",177,68,109
ND,38,035,"Grand Forks County, North Dakota",11223,5076,6147
ND,38,037,"Grant County, North Dakota",346,143,203
ND,38,039,"Griggs County, North Dakota",179,78,101
ND,38,041,"Hettinger County, North Dakota",217,70,147
ND,38,043,"Kidder County, North Dakota",185,86,99
ND,38,045,"LaMoure County, North Dakota",383,152,231
ND,38,047,"Logan County, North Dakota",151,62,89
ND,38,049,"McHenry County, North Dakota",738,333,405
ND,38,051,"McIntosh County, North Dakota",311,80,231
ND,38,053,"McKenzie County, North Dakota",1309,670,639
ND,38,055,"McLean County, North Dakota",1072,441,631
ND,38,057,"Mercer County, North Dakota",693,217,476
ND,38,059,"Morton County, North Dakota",2270,1079,1191
ND,38,061,"Mountrail County, North Dakota",1226,608,618
ND,38,063,"Nelson County, North Dakota",249,105,144
ND,38,065,"Oliver County, North Dakota",137,66,71
ND,38,067,"Pembina County, North Dakota",454,193,261
ND,38,069,"Pierce County, North Dakota",693,307,386
ND,38,071,"Ramsey County, North Dakota",1118,565,553
ND,38,073,"Ransom County, North Dakota",490,191,299
ND,38,075,"Renville County, North Dakota",186,85,101
ND,38,077,"Richland County, North Dakota",1633,659,974
ND,38,079,"Rolette County, North Dakota",5054,2207,2847
ND,38,081,"Sargent County, North Dakota",222,80,142
ND,38,083,"Sheridan County, North Dakota",209,65,144
ND,38,085,"Sioux County, North Dakota",1524,717,807
ND,38,087,"Slope County, North Dakota",68,33,35
ND,38,089,"Stark County, North Dakota",1866,755,1111
ND,38,091,"Steele County, North Dakota",143,74,69
ND,38,093,"Stutsman County, North Dakota",2130,854,1276
ND,38,095,"Towner County, North Dakota",316,126,190
ND,38,097,"Traill County, North Dakota",804,436,368
ND,38,099,"Walsh County, North Dakota",1112,464,648
ND,38,101,"Ward County, North Dakota",4919,1861,3058
ND,38,103,"Wells County, North Dakota",226,110,116
ND,38,105,"Williams County, North Dakota",2913,1402,1511
NE,31,001,"Adams County, Nebraska",3499,1490,2009
NE,31,003,"Antelope County, Nebraska",811,353,458
NE,31,005,"Arthur County, Nebraska",36,19,17
NE,31,007,"Banner County, Nebraska",96,30,66
NE,31,009,"Blaine County, Nebraska",106,61,45
NE,31,011,"Boone County, Nebraska",533,208,325
NE,31,013,"Box Butte County, Nebraska",1886,758,1128
NE,31,015,"Boyd County, Nebraska",220,97,123
NE,31,017,"Brown County, Nebraska",499,241,258
NE,31,019,"Buffalo County, Nebraska",5978,2737,3241
NE,31,021,"Burt County, Nebraska",620,265,355
NE,31,023,"Butler County, Nebraska",682,309,373
NE,31,025,"Cass County, Nebraska",1556,739,817
NE,31,027,"Cedar County, Nebraska",864,385,479
NE,31,029,"Chase County, Nebraska",337,161,176
NE,31,031,"Cherry County, Nebraska",648,175,473
NE,31,033,"Cheyenne County, Nebraska",1150,420,730
NE,31,035,"Clay County, Nebraska",580,233,347
NE,31,037,"Colfax County, Nebraska",1374,675,699
NE,31,039,"Cuming County, Nebraska",1071,376,695
NE,31,041,"Custer County, Nebraska",1200,526,674
NE,31,043,"Dakota County, Nebraska",3528,1510,2018
NE,31,045,"Dawes County, Nebraska",1428,531,897
NE,31,047,"Dawson County, Nebraska",3618,1439,2179
NE,31,049,"Deuel County, Nebraska",246,90,156
NE,31,051,"Dixon County, Nebraska",683,309,374
NE,31,053,"Dodge County, Nebraska",4061,1819,2242
NE,31,055,"Douglas County, Nebraska",76738,33674,43064
NE,31,057,"Dundy County, Nebraska",151,69,82
NE,31,059,"Fillmore County, Nebraska",514,167,347
NE,31,061,"Franklin County, Nebraska",396,183,213
NE,31,063,"Frontier County, Nebraska",305,113,192
NE,31,065,"Furnas County, Nebraska",820,337,483
NE,31,067,"Gage County, Nebraska",2080,925,1155
NE,31,069,"Garden County, Nebraska",181,81,100
NE,31,071,"Garfield County, Nebraska",193,63,130
NE,31,073,"Gosper County, Nebraska",110,44,66
NE,31,075,"Grant County, Nebraska",98,47,51
NE,31,077,"Greeley County, Nebraska",243,97,146
NE,31,079,"Hall County, Nebraska",9092,3927,5165
NE,31,081,"Hamilton County, Nebraska",780,303,477
NE,31,083,"Harlan County, Nebraska",450,215,235
NE,31,085,"Hayes County, Nebraska",68,36,32
NE,31,087,"Hitchcock County, Nebraska",490,237,253
NE,31,089,"Holt County, Nebraska",1209,512,697
NE,31,091,"Hooker County, Nebraska",123,71,52
NE,31,093,"Howard County, Nebraska",658,333,325
NE,31,095,"Jefferson County, Nebraska",909,361,548
NE,31,097,"Johnson County, Nebraska",471,214,257
NE,31,099,"Kearney County, Nebraska",408,181,227
NE,31,101,"Keith County, Nebraska",931,393,538
NE,31,103,"Keya Paha County, Nebraska",106,41,65
NE,31,105,"Kimball County, Nebraska",496,205,291
NE,31,107,"Knox County, Nebraska",1117,426,691
NE,31,109,"Lancaster County, Nebraska",41796,18624,23172
NE,31,111,"Lincoln County, Nebraska",4488,1775,2713
NE,31,113,"Logan County, Nebraska",91,33,58
NE,31,115,"Loup County, Nebraska",68,30,38
NE,31,117,"McPherson County, Nebraska",64,32,32
NE,31,119,"Madison County, Nebraska",5119,2075,3044
NE,31,121,"Merrick County, Nebraska",667,344,323
NE,31,123,"Morrill County, Nebraska",550,259,291
NE,31,125,"Nance County, Nebraska",490,253,237
NE,31,127,"Nemaha County, Nebraska",574,300,274
NE,31,129,"Nuckolls County, Nebraska",501,182,319
NE,31,131,"Otoe County, Nebraska",1696,740,956
NE,31,133,"Pawnee County, Nebraska",446,207,239
NE,31,135,"Perkins County, Nebraska",198,46,152
NE,31,137,"Phelps County, Nebraska",706,213,493
NE,31,139,"Pierce County, Nebraska",417,174,243
NE,31,141,"Platte County, Nebraska",2728,1336,1392
NE,31,143,"Polk County, Nebraska",389,184,205
NE,31,145,"Red Willow County, Nebraska",1118,572,546
NE,31,147,"Richardson County, Nebraska",1557,690,867
NE,31,149,"Rock County, Nebraska",162,48,114
NE,31,151,"Saline County, Nebraska",1492,705,787
NE,31,153,"Sarpy County, Nebraska",10684,4831,5853
NE,31,155,"Saunders County, Nebraska",2001,911,1090
NE,31,157,"Scotts Bluff County, Nebraska",4877,2163,2714
NE,31,159,"Seward County, Nebraska",1467,738,729
NE,31,161,"Sheridan County, Nebraska",857,426,431
NE,31,163,"Sherman County, Nebraska",411,126,285
NE,31,165,"Sioux County, Nebraska",156,64,92
NE,31,167,"Stanton County, Nebraska",701,298,403
NE,31,169,"Thayer County, Nebraska",604,298,306
NE,31,171,"Thomas County, Nebraska",55,24,31
NE,31,173,"Thurston County, Nebraska",2090,947,1143
NE,31,175,"Valley County, Nebraska",540,251,289
NE,31,177,"Washington County, Nebraska",1880,595,1285
NE,31,179,"Wayne County, Nebraska",1115,644,471
NE,31,181,"Webster County, Nebraska",459,235,224
NE,31,183,"Wheeler County, Nebraska",61,30,31
NE,31,185,"York County, Nebraska",1393,621,772
NH,33,001,"Belknap County, New Hampshire",6214,2893,3321
NH,33,003,"Carroll County, New Hampshire",4484,2015,2469
NH,33,005,"Cheshire County, New Hampshire",8467,3684,4783
NH,33,007,"Coos County, New Hampshire",4257,1950,2307
NH,33,009,"Grafton County, New Hampshire",9609,4252,5357
NH,33,011,"Hillsborough County, New Hampshire",34681,15707,18974
NH,33,013,"Merrimack County, New Hampshire",12840,5578,7262
NH,33,015,"Rockingham County, New Hampshire",16192,7315,8877
NH,33,017,"Strafford County, New Hampshire",12997,5717,7280
NH,33,019,"Sullivan County, New Hampshire",4099,1959,2140
NJ,34,001,"Atlantic County, New Jersey",40868,18753,22115
NJ,34,003,"Bergen County, New Jersey",67959,29262,38697
NJ,34,005,"Burlington County, New Jersey",27881,12238,15643
NJ,34,007,"Camden County, New Jersey",66802,28813,37989
NJ,34,009,"Cape May County, New Jersey",9744,4179,5565
NJ,34,011,"Cumberland County, New Jersey",25760,11633,14127
NJ,34,013,"Essex County, New Jersey",133788,57543,76245
NJ,34,015,"Gloucester County, New Jersey",23200,9915,13285
NJ,34,017,"Hudson County, New Jersey",114900,50273,64627
NJ,34,019,"Hunterdon County, New Jersey",5379,2236,3143
NJ,34,021,"Mercer County, New Jersey",40354,18218,22136
NJ,34,023,"Middlesex County, New Jersey",70908,31792,39116
NJ,34,025,"Monmouth County, New Jersey",46492,20092,26400
NJ,34,027,"Morris County, New Jersey",22068,9710,12358
NJ,34,029,"Ocean County, New Jersey",64795,29231,35564
NJ,34,031,"Passaic County, New Jersey",83203,37009,46194
NJ,34,033,"Salem County, New Jersey",8602,3826,4776
NJ,34,035,"Somerset County, New Jersey",16479,7340,9139
NJ,34,037,"Sussex County, New Jersey",8237,3862,4375
NJ,34,039,"Union County, New Jersey",59034,24322,34712
NJ,34,041,"Warren County, New Jersey",8394,3681,4713
NM,35,001,"Bernalillo County, New Mexico",128917,59967,68950
NM,35,003,"Catron County, New Mexico",615,177,438
NM,35,005,"Chaves County, New Mexico",14013,6312,7701
NM,35,006,"Cibola County, New Mexico",7489,3567,3922
NM,35,007,"Colfax County, New Mexico",2490,1121,1369
NM,35,009,"Curry County, New Mexico",10338,4527,5811
NM,35,011,"De Baca County, New Mexico",454,227,227
NM,35,013,"Doña Ana County, New Mexico",58846,27487,31359
NM,35,015,"Eddy County, New Mexico",6237,2460,3777
NM,35,017,"Grant County, New Mexico",5940,2771,3169
NM,35,019,"Guadalupe County, New Mexico",552,239,313
NM,35,021,"Harding County, New Mexico",59,29,30
NM,35,023,"Hidalgo County, New Mexico",1054,443,611
NM,35,025,"Lea County, New Mexico",9859,3934,5925
NM,35,027,"Lincoln County, New Mexico",3271,1479,1792
NM,35,028,"Los Alamos County, New Mexico",1092,429,663
NM,35,029,"Luna County, New Mexico",7236,3080,4156
NM,35,031,"McKinley County, New Mexico",27493,13235,14258
NM,35,033,"Mora County, New Mexico",1092,669,423
NM,35,035,"Otero County, New Mexico",14387,6638,7749
NM,35,037,"Quay County, New Mexico",1484,640,844
NM,35,039,"Rio Arriba County, New Mexico",9413,4770,4643
NM,35,041,"Roosevelt County, New Mexico",4918,2164,2754
NM,35,043,"Sandoval County, New Mexico",19305,8939,10366
NM,35,045,"San Juan County, New Mexico",24755,11972,12783
NM,35,047,"San Miguel County, New Mexico",8093,3544,4549
NM,35,049,"Santa Fe County, New Mexico",22477,10373,12104
NM,35,051,"Sierra County, New Mexico",2360,1347,1013
NM,35,053,"Socorro County, New Mexico",4278,1928,2350
NM,35,055,"Taos County, New Mexico",7909,3785,4124
NM,35,057,"Torrance County, New Mexico",4833,2325,2508
NM,35,059,"Union County, New Mexico",498,176,322
NM,35,061,"Valencia County, New Mexico",17604,8399,9205
NV,32,001,"Churchill County, Nevada",3802,1765,2037
NV,32,003,"Clark County, Nevada",315358,147575,167783
NV,32,005,"Douglas County, Nevada",4984,2264,2720
NV,32,007,"Elko County, Nevada",5574,2675,2899
NV,32,009,"Esmeralda County, Nevada",194,53,141
NV,32,011,"Eureka County, Nevada",162,106,56
NV,32,013,"Humboldt County, Nevada",1762,802,960
NV,32,015,"Lander County, Nevada",676,349,327
NV,32,017,"Lincoln County, Nevada",631,372,259
NV,32,019,"Lyon County, Nevada",8482,3749,4733
NV,32,021,"Mineral County, Nevada",907,429,478
NV,32,023,"Nye County, Nevada",7658,3541,4117
NV,32,027,"Pershing County, Nevada",832,350,482
NV,32,029,"Storey County, Nevada",293,134,159
NV,32,031,"Washoe County, Nevada",65248,30454,34794
NV,32,033,"White Pine County, Nevada",987,381,606
NV,32,510,"Carson City, Nevada",8787,3992,4795
NY,36,001,"Albany County, New York",39349,17368,21981
NY,36,003,"Allegany County, New York",7285,3424,3861
NY,36,005,"Bronx County, New York",427574,181112,246462
NY,36,007,"Broome County, New York",33615,15839,17776
NY,36,009,"Cattaraugus County, New York",13954,6444,7510
NY,36,011,"Cayuga County, New York",9010,4089,4921
NY,36,013,"Chautauqua County, New York",23894,10816,13078
NY,36,015,"Chemung County, New York",13044,5401,7643
NY,36,017,"Chenango County, New York",7741,3403,4338
NY,36,019,"Clinton County, New York",12163,5245,6918
NY,36,021,"Columbia County, New York",7067,3251,3816
NY,36,023,"Cortland County, New York",6675,2638,4037
NY,36,025,"Delaware County, New York",6799,3306,3493
NY,36,027,"Dutchess County, New York",26229,11831,14398
NY,36,029,"Erie County, New York",134715,59086,75629
NY,36,031,"Essex County, New York",3894,1756,2138
NY,36,033,"Franklin County, New York",9213,4383,4830
NY,36,035,"Fulton County, New York",9100,4176,4924
NY,36,037,"Genesee County, New York",7748,3521,4227
NY,36,039,"Greene County, New York",5813,2342,3471
NY,36,041,"Hamilton County, New York",609,317,292
NY,36,043,"Herkimer County, New York",9145,4089,5056
NY,36,045,"Jefferson County, New York",16938,7850,9088
NY,36,047,"Kings County, New York",597404,265335,332069
NY,36,049,"Lewis County, New York",3238,1478,1760
NY,36,051,"Livingston County, New York",8681,3775,4906
NY,36,053,"Madison County, New York",8180,3640,4540
NY,36,055,"Monroe County, New York",110192,48774,61418
NY,36,057,"Montgomery County, New York",10053,4433,5620
NY,36,059,"Nassau County, New York",82146,35207,46939
NY,36,061,"New York County, New York",283590,123922,159668
